floor_segment,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
,8,0.1880423682763554,0.18524263236365934,8659.088855765625,7431.980634548418,41901.53875,35027.24702904626
Bahçe,447,0.1252679300710549,0.10066148911191712,5042.037418525456,3642.5867306978544,39909.42697986577,39101.541382897856
En Üst Kat,1830,0.12095508047526894,0.0921603526787946,4402.064358056945,3202.3703821596464,36630.753650273226,36229.67518948667
Çatı,283,0.118279500641349,0.09661400546705118,4418.08220033641,3507.494741654038,37448.737455830385,37213.310901445126
Ara Kat,3192,0.11662941071111363,0.09206987434256377,4448.094372533774,3434.1727831727985,39167.010360275686,38723.870807263054
Zemin/Giriş,899,0.11402887384092573,0.08679981503422877,4135.153859065228,3023.952774123012,37329.046952169076,37342.31465832609
Bodrum,8,0.11301905078379593,0.07972127356431696,3176.3968016454055,1810.209213272863,29181.497499999998,31774.47978432085
