site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Belirtilmemiş,2,0.2001951501042021,0.2001951501042021,4852.31684885922,4852.31684885922,28120.75,32973.06684885922
,18,0.13136946728284365,0.1161473597740976,5609.3966263835,5135.561138574452,42992.14388888889,41420.86234978286
Hayır,4251,0.12060714590626063,0.09451085556494004,4267.318122543597,3251.6809134826617,36178.76334274288,35936.41764441647
Evet,2396,0.11375257540047581,0.08832473490568266,4724.268403089138,3469.1675704438003,41733.863626878134,41087.05293269719
