county,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Karamürsel,328,0.158729763304868,0.12159124041334948,6170.024129388078,4761.622252987419,40032.10551829268,39096.50822347075
İzmit,2397,0.13012423549654029,0.10203713005748914,4964.861755850042,3835.3250695706665,39595.93858156029,39229.9322502738
Gölcük,1182,0.11839772756076107,0.09143661842171971,3816.9436497274037,2863.5723351641827,32959.62334179357,32500.691485077426
Başiskele,1753,0.10390293102072146,0.08104628577672296,4054.917939322247,3074.726305227814,38990.633354249854,38670.99715186886
Kartepe,1007,0.10124933635849614,0.07986859597575637,3997.9643702934395,2969.265529153774,38996.53412115193,38687.12437473518
