site_project_id,n,mean_actual,mean_pred,mean_residual
izmit::sehri_bahce_3,1,70952.38,34086.00466803089,-36866.37533196912
izmit::sogucak,1,72222.22,38532.99471449675,-33689.22528550325
izmit::sehr_i_bahce_sitesi_3,1,66346.15,41234.151934163805,-25111.99806583619
basiskele::panorama_3,1,68780.49,44013.85269686868,-24766.637303131327
izmit::elit_kirk_bir,1,63105.26,40362.04215095746,-22743.217849042543
kartepe::hursoy_sapphire,1,71000.0,48512.03999933868,-22487.96000066132
izmit::armadakent_1,1,89062.5,69106.7319743217,-19955.768025678306
basiskele::vistapark,1,60000.0,40307.35856866411,-19692.64143133589
izmit::muasir_kent,1,58333.33,38747.21060839003,-19586.119391609973
kartepe::gate_41,1,64634.15,45087.174670258566,-19546.975329741435
golcuk::guler_sabanci,1,41200.0,21661.60921844843,-19538.39078155157
basiskele::yuvacik_pasadagi_mh,1,57241.38,38307.46715889537,-18933.912841104626
basiskele::semt_bahcecik,1,61111.11,43362.18711650185,-17748.922883498148
basiskele::temizel_tepe_loft,1,52777.78,35440.58363196512,-17337.196368034878
karamursel::kolayli_2,2,57031.58,39834.25082596499,-17197.329174035007
izmit::kabaoglu,1,64486.57,47373.50579502601,-17113.06420497399
karamursel::karamursel_aydin,1,41714.29,24645.73703648631,-17068.55296351369
karamursel::zumrut_2,1,51339.29,34484.87096811728,-16854.419031882724
izmit::yesilova_mah,1,63000.0,46167.27581554524,-16832.72418445476
basiskele::merkezde_essiz_bir,1,56666.67,39989.342722992355,-16677.327277007644
izmit::armakent_4,1,70564.52,53904.98226425675,-16659.53773574325
golcuk::luxury_sea_suit,1,45614.04,29066.795896100313,-16547.244103899688
basiskele::erenoglu_gm_den,1,60185.19,44083.32276593354,-16101.867234066463
basiskele::akven_armoni_teras,1,51415.09,35317.337579273866,-16097.75242072613
izmit::gundogdu_havuzlu_asansorlu,1,65126.05,49481.16953404671,-15644.88046595329
basiskele::yuvacikta,1,57500.0,41885.81745432943,-15614.18254567057
kartepe::hursoy_nefes_kartepe,2,62726.815,47307.37273565815,-15419.442264341844
izmit::sehrin_yildizi,1,44545.45,29682.969303811467,-14862.48069618853
izmit::full,2,76119.4,61365.08481183126,-14754.315188168737
karamursel::saka,1,47523.81,32965.98043684499,-14557.829563155006
izmit::terrace,1,54166.67,39628.982200300066,-14537.687799699932
kartepe::casaba,3,63405.223333333335,49243.69711427317,-14161.526219060164
izmit::hanzade,1,50588.24,36540.80343954015,-14047.43656045985
izmit::kurucesmenin_ustu,1,60000.0,45980.37464607515,-14019.62535392485
kartepe::vefakent_gulbahce,1,47931.03,33934.77432427555,-13996.255675724446
basiskele::panoramakent_3,1,54166.67,40457.597913869235,-13709.072086130764
izmit::sunrise_yesilova,1,60000.0,46549.442644639676,-13450.557355360324
izmit::remax_plaj_yolu_deniz_manzarali,1,62416.67,49246.75872634041,-13169.911273659585
izmit::dan_bayindirlik,1,46869.57,33764.83665387499,-13104.73334612501
basiskele::seymen,1,55714.29,42753.283729167786,-12961.006270832215
golcuk::dogakent,1,35897.44,23026.566115560945,-12870.873884439057
karamursel::kolayli_4,1,44117.65,31461.070483265175,-12656.579516734826
izmit::manzara,1,51546.39,38954.98009825297,-12591.409901747029
golcuk::flora,1,44333.33,31754.533064033323,-12578.796935966679
kartepe::vefakent_saklibahce,3,45959.59333333333,33495.765325436536,-12463.828007896795
basiskele::kolayli_kullar,1,48333.33,36066.42075393024,-12266.909246069765
kartepe::ertugrul_gazi_mh,1,63333.33,51304.68160151843,-12028.648398481571
karamursel::hetas_konaklari,2,55000.0,43195.273445905004,-11804.726554094996
izmit::yasam,1,52500.0,40995.24334282572,-11504.75665717428
basiskele::pasadag_mh_de_konsept_talha_park,1,41807.91,30363.708157879882,-11444.201842120121
golcuk::dan,1,64375.0,53084.785747785034,-11290.214252214966
izmit::altinevler,1,60833.33,49553.90359255922,-11279.426407440784
izmit::respark_3,1,54098.36,42985.8162719863,-11112.543728013698
basiskele::kolayli,1,50000.0,38888.860153519665,-11111.139846480335
basiskele::basiskele_de_asev_muhit,1,53333.33,42235.5570190489,-11097.7729809511
kartepe::kaymakamlik_belediye_yani_tower,1,63281.25,52304.077916754395,-10977.172083245605
golcuk::supark_arcadia,1,44230.77,33418.515507531374,-10812.254492468623
izmit::nikomedya_can,1,48484.85,37682.33730966777,-10802.51269033223
karamursel::cam,1,46000.0,35220.465434077836,-10779.534565922164
kartepe::ertugrul_gazi_de,2,55113.634999999995,44456.4268814298,-10657.2081185702
basiskele::orka_life,3,56599.920000000006,46143.33128067696,-10456.588719323037
golcuk::baris_park_evleri_1,2,43389.53999999999,32972.73397835593,-10416.806021644066
