county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2
Kartepe,1007,0.549177331582881,0.5666072246849572,0.10124933635849614,0.07986859597575637,3997.9643702934395,2969.265529153774
Başiskele,1753,0.4985027223993085,0.5064995016495907,0.10390293102072146,0.08104628577672296,4054.917939322248,3074.726305227814
Gölcük,1182,0.6640112115696508,0.6754155267995328,0.11839772756076107,0.09143661842171971,3816.9436497274037,2863.5723351641827
İzmit,2397,0.6790272041106802,0.6836776387819536,0.13012423549654029,0.10203713005748914,4964.861755850043,3835.3250695706665
Karamürsel,328,0.5764683896483065,0.6152318202900923,0.158729763304868,0.12159124041334948,6170.024129388079,4761.622252987419
