room_count,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
4.5+2,1,0.3652464632865596,0.3652464632865596,22827.903955409973,22827.903955409973,62500.0,39672.09604459003
2+0,1,0.30236709979070076,0.30236709979070076,10015.910180566963,10015.910180566963,33125.0,43140.91018056696
6+3,1,0.25174678703644887,0.25174678703644887,6484.388006834295,6484.388006834295,25757.58,32241.968006834297
5+2,7,0.23629640326672594,0.23519439069688958,6377.711545677544,7130.178592477267,30521.02142857143,33501.70855128624
3.5+1,15,0.22004243066485743,0.195644339055985,8799.662527807544,5804.126526493867,40512.062666666665,37495.742983757606
3+0,2,0.21691748644860445,0.21691748644860445,6711.087177752945,6711.087177752945,32567.31,32343.597165182175
4.5+1,11,0.2144832219095014,0.1667346385306467,7265.186311763338,5661.9261393186425,37813.62454545454,38345.23602341601
4+2,23,0.21313778212578588,0.17153288484608978,5975.446518214375,6266.839673715564,31348.985217391306,33435.70591120792
3+2,11,0.17192510498826033,0.18337689185927408,5209.503621881251,4844.091239021025,31216.80818181818,32455.098508596388
6+1,10,0.17081940475109844,0.16818767348607483,6561.783864867242,5314.3078297835455,37903.004,38004.20651767317
6+2,2,0.17040095063015723,0.17040095063015723,5898.493658424131,5898.493658424131,34615.38,37339.65866808588
5+1,56,0.15707812157481515,0.16452092286987735,5735.703117432441,5126.499586339711,35885.91071428572,35847.34370763004
2.5+1,13,0.1557250054181534,0.1663592335059519,6104.036305622094,5623.344659463051,39644.58384615385,40189.27171829993
2+2,4,0.14490947009200034,0.14792131312949436,6269.844714836438,4454.514520495395,42830.542499999996,39778.80901729097
4+1,588,0.13846151450261593,0.10299241251597963,5001.696397473866,3611.3685452770787,36239.4018707483,35921.16024937779
3+1,3028,0.12170999388988878,0.09706912055926445,4430.512938499791,3337.224886306036,36975.068873844124,36536.86504763667
1+1,417,0.1154101384398082,0.09427228903247306,5438.052494541389,4399.371916977259,46893.92798561151,46389.54725648741
2+1,2452,0.10563112086572687,0.08166176568191569,4006.499562015643,3058.110825185293,38679.249004893965,38329.87082701962
Stüdyo (1+0),14,0.09163626366347906,0.058000108073695045,6132.772862825788,3334.772227123827,63090.70428571429,59319.18309177708
7+1,1,0.08698852817504583,0.08698852817504583,2700.269185395475,2700.269185395475,31041.67,28341.400814604523
1.5+1,7,0.06951670198548202,0.05107974038303799,3023.4410305500924,2394.3628304549056,44694.17142857143,44883.21796888278
5.5+1,3,0.05463548944119571,0.06697313138519026,1793.1158839126158,2111.765301466068,31615.309999999998,32000.5823496019
