classified_id,latitude,longitude,location_precision,location_source,county,district,sat_missing_reason,sat_brightness_mean_100m,sat_brightness_mean_250m,sat_brightness_mean_500m,sat_builtup_share_250m,sat_cloud_coverage_proxy,sat_feature_month,sat_feature_year,sat_green_share_250m,sat_has_features,sat_ndbi_mean_100m,sat_ndbi_mean_250m,sat_ndbi_mean_500m,sat_ndvi_mean_100m,sat_ndvi_mean_250m,sat_ndvi_mean_500m,sat_ndvi_std_250m,sat_ndwi_mean_100m,sat_ndwi_mean_250m,sat_ndwi_mean_500m,sat_texture_proxy_250m,sat_water_share_250m
1309845768,40.70779752833985,29.96144431490003,exact_map,data_attr_map,Başiskele,Fatih Mah.,,0.1475840275599951,0.1252844958912964,0.1061326024462222,0.0,13.07382083333333,7.0,2026.0,0.0,1,0.0211952535168362,-0.0121166102795443,-0.0647562963737573,0.2033661347210282,0.2830557111299648,0.3888594876267139,0.1627535760628553,-0.2755482571696848,-0.3369832084117119,-0.4132303085254671,0.1627535760628553,0.0
1320652786,40.69354921933337,29.935332368280687,exact_map,data_attr_map,Başiskele,Döngel Mh.,,0.1028140144168885,0.0917804910348308,0.0842813419834273,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.0680181972770647,-0.0924367118783309,-0.1096357146619458,0.4131533852530636,0.4836056395408744,0.521164304153913,0.2110214519506064,-0.4404154901067257,-0.4962943638243811,-0.5195028837460313,0.2110214519506064,0.0
1320766242,40.70886072255859,29.960382130859376,exact_map,data_attr_map,Başiskele,Fatih Mah.,,0.1192044951884673,0.1216357782414066,0.1119986856993858,0.0,13.07382083333333,7.0,2026.0,0.0,1,-0.0228637342035989,-0.0182548613481691,-0.0445141031063622,0.2843048466565291,0.291872703728522,0.3515365185302871,0.1702032146887397,-0.3264810863655309,-0.3376709599126911,-0.3876393172080242,0.1702032146887397,0.0
1330062954,40.704565528947256,29.93450034409761,exact_map,data_attr_map,Başiskele,Barbaros Mah.,,0.1255701484047215,0.1139483084012157,0.1084025528232305,0.0,13.07382083333333,7.0,2026.0,0.0,1,-0.000509552904978,-0.0433132816035594,-0.0282584444843759,0.2518833311619026,0.3407101417251575,0.3343825061685653,0.2234941831949135,-0.3281616785346297,-0.3849624231157955,-0.3813374783626107,0.2234941831949135,0.0
1330072150,40.70686309363983,29.92311995761107,exact_map,data_attr_map,Başiskele,Barbaros Mah.,,0.1368620848045968,0.1148766809250977,0.1129766206369329,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.0294327735179852,-0.0562783731769631,-0.0393785456137195,0.2551430893315097,0.3504601803752449,0.3432034964688325,0.2066846354661511,-0.3067094612099045,-0.3783163676347688,-0.3772419915500651,0.2066846354661511,0.0
1304322054,40.71423853964627,29.95203324247713,exact_map,data_attr_map,Başiskele,Yeşilyurt Mh.,,0.0940453474061853,0.1041132471937289,0.103678470824581,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.0343050677131609,-0.0477590986774509,-0.0546043074412844,0.3956611245734664,0.3909922741231761,0.394894329531262,0.1876653721262898,-0.4530619780831113,-0.4303678608795974,-0.4290368462490356,0.1876653721262898,0.0
1330093035,40.682917342529294,29.925742454467773,exact_map,data_attr_map,Başiskele,Yeşilkent Mh.,,0.1142326366270362,0.0862373865651228,0.0848691553895862,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.0803919938509052,-0.1279653449370119,-0.114408075984801,0.4344920176620136,0.5384733986628812,0.5281067073702952,0.2431371568151747,-0.4473443551818455,-0.5358292482569849,-0.5272487161923387,0.2431371568151747,0.0
1324936440,40.7266871466399,29.95892899570937,exact_map,data_attr_map,Başiskele,Mahmutpaşa Mh.,,0.1555866944099648,0.1475734038781973,0.1281971165197307,0.0,13.07382083333333,7.0,2026.0,0.0,1,0.0459499026179311,0.0042880209091713,-0.0156754671064123,0.1379270023557033,0.2475249436887074,0.3110873597461555,0.1731086386197373,-0.2097765352993586,-0.2958752813927594,-0.3584875306586907,0.1731086386197373,0.0
1325803114,40.71866150302221,29.95604874277494,exact_map,data_attr_map,Başiskele,Yeşilyurt Mh.,,0.1253144849855009,0.1264709472871075,0.1189369356235441,0.0,13.07382083333333,7.0,2026.0,0.0,1,0.0178024049523312,-0.0091086974378384,-0.0197750853367102,0.2465656994433528,0.2845088865836869,0.3213454361181999,0.1641430717344645,-0.311841942252281,-0.3384335352358697,-0.3702630908374546,0.1641430717344645,0.0
1328907867,40.713404761012704,29.952932526627176,exact_map,data_attr_map,Başiskele,Yeşilyurt Mh.,,0.11076941707531,0.1059848215546869,0.1028821513707296,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.0383161257620691,-0.0381260864866246,-0.0596029561102296,0.3702798757170943,0.369511084683005,0.4015530266770372,0.1923210590220997,-0.4037362745063825,-0.4148168206199334,-0.43203174003231,0.1923210590220997,0.0
1269089595,40.6935813160362,29.96038573010253,exact_map,data_attr_map,Başiskele,Fatih Mah.,,0.117361082313183,0.1151782397885604,0.0954731438797221,0.0,13.07382083333333,7.0,2026.0,0.0,1,-0.0256823928044283,-0.0394869031924338,-0.0917617622458835,0.3277206021888103,0.3491349745309183,0.4663950183623888,0.1794978435611048,-0.3785378364408582,-0.3884975491377329,-0.4757798407114366,0.1794978435611048,0.0
1315892231,40.6729333245616,29.916678470496485,exact_map,data_attr_map,Başiskele,Bahçecik Şehitekrem Mh.,,0.0876484935338897,0.0836860600218951,0.0884586541572585,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.0968604889025729,-0.1298740804495972,-0.110505848217981,0.4890677144535416,0.5354434853632566,0.4980158264218536,0.1986373478644267,-0.5026746229390715,-0.5258493284389789,-0.4976206012366039,0.1986373478644267,0.0
1278782895,40.69640215141698,29.936585891251653,exact_map,data_attr_map,Başiskele,Döngel Mh.,,0.1068563805411947,0.10506273168899,0.0938531873404446,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.0111474146761922,-0.0280973253230216,-0.0932358690372963,0.3246123158312775,0.3621773171229042,0.4583002745026699,0.1750775463939445,-0.3799186146997921,-0.405881564330396,-0.4704707154677461,0.1750775463939445,0.0
1318207945,40.72335564436951,29.97932623987431,exact_map,data_attr_map,Başiskele,Yaylacık Mh.,,0.116978877987401,0.09505621636799,0.1101298986317464,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.0048278842391447,-0.0805541356269146,-0.0684980709713745,0.2701961622148655,0.4510174122396573,0.4197652702085422,0.2381633273553659,-0.3279705223276806,-0.4668542331207854,-0.4415054809544836,0.2381633273553659,0.0
1329328471,40.70772200763367,29.98277570525732,exact_map,data_attr_map,Başiskele,Paşadağ Mh.,,0.1250989067234247,0.112600094833457,0.0920150440929062,0.0,13.07382083333333,7.0,2026.0,0.0,1,-0.0276481437223199,-0.0318500170794138,-0.0828151597770341,0.3172182796649206,0.3429635845614212,0.4678935240784707,0.1963583865428007,-0.354852241430204,-0.3708817710329462,-0.4708766740747558,0.1963583865428007,0.0
1318211157,40.72331889777067,29.979340306157567,exact_map,data_attr_map,Başiskele,Yaylacık Mh.,,0.1168962717788936,0.094704047407164,0.1097559001233829,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.0050146332488658,-0.0815331084076246,-0.0688674514550125,0.2731338569449144,0.453266075822708,0.4206828761263478,0.2391424067717637,-0.3312869128983924,-0.4685525806346238,-0.4423215352861281,0.2391424067717637,0.0
1325338476,40.70810839119941,29.92086689544204,exact_map,data_attr_map,Başiskele,Körfez Mh.,,0.0971761289236679,0.1121363218693353,0.1131450071163891,0.0,13.07382083333333,7.0,2026.0,0.0,1,-0.1132292555533835,-0.0548983857355255,-0.0391461504123356,0.4428847153725454,0.3431822055672003,0.3499449523357519,0.1881794222061648,-0.4499099563043282,-0.373725465682087,-0.3844259837192664,0.1881794222061648,0.0
1329648315,40.68975143697572,29.96964886908416,exact_map,data_attr_map,Başiskele,Fatih Mah.,,0.0947547160365503,0.1037849867629173,0.099009518192099,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.0335681943073495,-0.0179221015430123,-0.039838533028649,0.4092706111385512,0.371730652018409,0.4101593253220776,0.1758677027793911,-0.4464669353548801,-0.419354252337554,-0.4437074013726275,0.1758677027793911,0.0
1318226821,40.70195356748047,29.97098107297364,exact_map,data_attr_map,Başiskele,Fatih Mah.,,0.1144433623050327,0.1013327349356014,0.0954908254094458,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.0483266445259591,-0.0866086357172328,-0.1051581256208925,0.2973929285312911,0.4250300188925436,0.4654760130719323,0.2472097541018797,-0.3262254936216945,-0.4348526073952643,-0.4736845053369125,0.2472097541018797,0.0
1309466527,40.71862821161462,29.95652455663093,exact_map,data_attr_map,Başiskele,Yeşilyurt Mh.,,0.1294253094503612,0.1266180115675049,0.1196952211543889,0.0,13.07382083333333,7.0,2026.0,0.0,1,0.0163557647919372,-0.0146118844384903,-0.0182763349509166,0.2400978255749321,0.2914193353564344,0.3177669140010689,0.1663477560291535,-0.3033498315892325,-0.3422013956116198,-0.3666848299367027,0.1663477560291535,0.0
1300785827,40.718376870902894,29.96377672391252,exact_map,data_attr_map,Başiskele,Yeşilyurt Mh.,,0.1286580609503617,0.1251173256005487,0.1287248223333779,0.0,13.07382083333333,7.0,2026.0,0.0,1,-0.0390797960769046,-0.0346530381468788,-0.0238686782640194,0.2704601059765555,0.3016270332837135,0.2920216863389522,0.1767843492478403,-0.3073854252313521,-0.3475819395867544,-0.3397565772828763,0.1767843492478403,0.0
1330026938,40.70426510629883,29.961095643798828,exact_map,data_attr_map,Başiskele,Fatih Mah.,,0.1181534100017524,0.1045845918717541,0.0898008190065052,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.0092940066052109,-0.0610611082120551,-0.116985607322947,0.2591730892785431,0.3815440612418804,0.4937563938267982,0.2212342328118531,-0.3180242162868583,-0.4111840309752322,-0.4973894560256252,0.2212342328118531,0.0
1328289190,40.696807920158825,29.944222118210188,exact_map,data_attr_map,Başiskele,Altınkent Mh.,,0.1108076408897973,0.0871162492086091,0.0857927612877337,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.0517267745443136,-0.1270619256078054,-0.1212530226448976,0.3379163012329447,0.5089238785130387,0.5235274438039672,0.2478988335766565,-0.3788331571961826,-0.5070313804211705,-0.5163726310454247,0.2478988335766565,0.0
1328960659,40.70688761904005,29.937806670476903,exact_map,data_attr_map,Başiskele,Barbaros Mah.,,0.114781946097458,0.1111063063656376,0.1050552880341472,0.0,13.07382083333333,7.0,2026.0,0.0,1,0.0010836517556933,-0.016943845998861,-0.0321498827844854,0.3038004314832717,0.3115702050007017,0.3555008939382628,0.1887628388321777,-0.3659214356850999,-0.3621451331293813,-0.3963867416384797,0.1887628388321777,0.0
1328894532,40.70745178473101,29.938774840630025,exact_map,data_attr_map,Başiskele,Barbaros Mah.,,0.1087926573726797,0.1055611739455561,0.1055047145651783,0.0,13.07382083333333,7.0,2026.0,0.0,1,-0.0328240489796911,-0.0267837834257296,-0.0254555160686709,0.3192063585287417,0.3353997135764782,0.3483724284800881,0.2013930112452883,-0.3563474287833741,-0.3781922050390061,-0.3921343204262638,0.2013930112452883,0.0
1326223953,40.71612096970065,29.96756795026871,exact_map,data_attr_map,Başiskele,Yeşilyurt Mh.,,0.1191637958521533,0.1174555445136393,0.1160728152838105,0.0,13.07382083333333,7.0,2026.0,0.0,1,-0.0177334742825598,-0.0176864546093996,-0.0369258721636993,0.2937056458649342,0.2944494693708588,0.3424784316664883,0.1665091286402279,-0.3335920540348304,-0.3463407586045877,-0.3834692220427058,0.1665091286402279,0.0
1316721514,40.71159316394627,29.919270940136936,exact_map,data_attr_map,Başiskele,Körfez Mh.,,0.1107803593785624,0.1292737225645948,0.1239204579135582,0.0,13.07382083333333,7.0,2026.0,0.0,1,-0.0278113018913243,-0.0082865740464483,-0.0179345373471865,0.3563772821920868,0.280369899970004,0.275418558421434,0.1774646094284065,-0.4006494622294404,-0.3277798608101183,-0.3089578551494442,0.1774646094284065,0.0
1314993103,40.71376774782494,29.97449585861583,exact_map,data_attr_map,Başiskele,Paşadağ Mh.,,0.1225274548880405,0.0872901580092116,0.0840418517312378,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.0233933545308502,-0.1053989887930837,-0.1213991976543086,0.2789899413268087,0.4941851442762003,0.5311748238773119,0.2620090688566527,-0.3130689917003727,-0.479828417249843,-0.5184845081153361,0.2620090688566527,0.0
1320076260,40.69887121173625,29.93547327199163,exact_map,data_attr_map,Başiskele,Döngel Mh.,,0.1138812921032881,0.1049573375728822,0.0965528523516218,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.0422235334650355,-0.0464390083753694,-0.0858866627014121,0.3059869286091998,0.3645683164120408,0.4362675718355769,0.1895866011892394,-0.3510757147396198,-0.4043741760315384,-0.453221657889677,0.1895866011892394,0.0
1319828153,40.70086669921875,29.97230529785156,exact_map,data_attr_map,Başiskele,Fatih Mah.,,0.1261323255381841,0.1069425387240248,0.1013755108780225,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.0605689739278925,-0.0779620242059911,-0.0860253290080986,0.3237941810383097,0.3975520346812115,0.4338953724660135,0.2272004227566211,-0.3239399597644806,-0.4061329804055095,-0.4519319214060298,0.2272004227566211,0.0
1294948017,40.71838464632979,29.966112713770467,exact_map,data_attr_map,Başiskele,Yeşilyurt Mh.,,0.1234964497185716,0.1254313390747155,0.1301562429433092,0.0,13.07382083333333,7.0,2026.0,0.0,1,-0.0311038026904178,-0.0302271691031245,-0.0184680695337245,0.2900975605938917,0.294700588264159,0.28351696889813,0.1713068630155949,-0.3383636997551144,-0.3408690487363886,-0.3337926650541488,0.1713068630155949,0.0
1326465333,40.7221391893631,29.955015004798035,exact_map,data_attr_map,Başiskele,Yeşilyurt Mh.,,0.1205221358636488,0.120989583955171,0.1298813003728637,0.0,13.07382083333333,7.0,2026.0,0.0,1,0.0313917268690626,0.0075944217400063,0.0082346561730609,0.2782237638721985,0.2843095970208885,0.2687276926566443,0.1441649071337953,-0.3491190320220244,-0.3438825373099605,-0.3278368363944642,0.1441649071337953,0.0
1315068550,40.711176336619,29.954291023314,exact_map,data_attr_map,Başiskele,Yeşilyurt Mh.,,0.1155025750461574,0.1070477108962796,0.0979461243242679,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.0275754830621725,-0.0589845448543704,-0.0775062928376706,0.307602539329271,0.3775281182365146,0.4341425935512837,0.2065966898312864,-0.3665405579356879,-0.4116227422239755,-0.4569077170809296,0.2065966898312864,0.0
1291271233,40.704530465403685,29.93337950318177,exact_map,data_attr_map,Başiskele,Barbaros Mah.,,0.1175215865334562,0.1159058753904891,0.1093904309212492,0.0,13.07382083333333,7.0,2026.0,0.0,1,0.0080495904196412,-0.0244925059647945,-0.0261913839443476,0.2722397964251279,0.3080256950533621,0.3293906815480576,0.2016515335986166,-0.3372131024399252,-0.3597654106151485,-0.377881409653195,0.2016515335986166,0.0
1314391441,40.6956037582362,29.9409086069857,exact_map,data_attr_map,Başiskele,Döngel Mh.,,0.0997145049027471,0.0884323838833516,0.0945459284496218,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.1055286853827734,-0.1349605405086872,-0.0860086718939604,0.431748490314456,0.5132617562208994,0.456449803130127,0.2368461623180887,-0.4513436277380303,-0.5050165932467051,-0.4710299098776263,0.2368461623180887,0.0
1326550100,40.68682968786092,29.925239682197567,exact_map,data_attr_map,Başiskele,Yeşilkent Mh.,,0.0909866007674933,0.0927512882569786,0.0999709546608492,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.020151741334504,-0.0460243793346894,-0.0610256584179317,0.4261238224521495,0.4384015370577369,0.4213247488794457,0.1793578994444999,-0.4875672268067081,-0.4775612491870253,-0.4498964271175411,0.1793578994444999,0.0
1288474341,40.69070287797852,29.890082306933596,exact_map,data_attr_map,Başiskele,Yeniköy Merkez Mh.,,0.0858987333919727,0.0856534130435162,0.0747560310962683,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.1193476070593143,-0.1368057278469589,-0.1542577790119197,0.4836722728596734,0.5174819168783987,0.587751996982359,0.2169784795743478,-0.4725255176216505,-0.4995842784387374,-0.5581590409025847,0.2169784795743478,0.0
1326575719,40.714135242588746,29.95959341526031,exact_map,data_attr_map,Başiskele,Yeşilyurt Mh.,,0.1256255493396048,0.1112306730472692,0.1169679010596357,0.0,13.07382083333333,7.0,2026.0,1.0,1,-0.0139807202350247,-0.0257700917523083,-0.0273957004019884,0.3284540379050596,0.3602449775767328,0.3290534628971287,0.1740833981899586,-0.3855644725291322,-0.4076331823055416,-0.3776079313826392,0.1740833981899586,0.0
1320253902,40.72352445089172,29.96043641141496,exact_map,data_attr_map,Başiskele,Yeşilyurt Mh.,,0.1219794828640356,0.1217858038361593,0.128349882940996,0.0,13.07382083333333,7.0,2026.0,0.0,1,0.0051704632305431,0.0029090925309309,-0.002212042830176,0.2944807501482586,0.2871212018708443,0.2740365156045262,0.144814671500323,-0.3589851738041307,-0.3492383939003473,-0.3266475964071758,0.144814671500323,0.0
