flag,share_all,share_expensive_underpred,lift,n_all,n_expensive_underpred
site_project_known_premium_flag,0.06746463547334058,0.19540229885057472,2.8963663329625513,62,17
has_site_project_name,0.20021762785636563,0.27586206896551724,1.3778110944527735,184,24
