room_count,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
6+1,1,0.34508327943226585,0.34508327943226585,18212.72940355465,18212.72940355465,52777.78,34565.05059644535
4.5+1,2,0.30402618630091904,0.30402618630091904,10608.575668017775,10608.575668017775,34219.0,44827.57566801777
3.5+1,2,0.17066562166358243,0.17066562166358243,11309.26056566634,11309.26056566634,61497.96,50188.699434333656
5+1,6,0.16109981837728846,0.15365860076049437,6496.95317040803,5125.4746050015565,36316.30333333334,35304.632570770635
4+1,80,0.1299463698415441,0.09908505125221187,5184.725094469259,3721.3986511172843,38162.069875,37028.85393547423
1+1,40,0.11905928477473234,0.11301390796104398,6192.927325528867,5961.05646176486,49987.860499999995,47277.545773415615
3+1,400,0.11527572323992182,0.09274935911913687,4495.719603045878,3665.0598351309272,39217.910575,39195.7780780681
2+1,384,0.08797769181003291,0.07529761002978323,3768.015582959912,3065.3996983416,42310.314427083336,41983.079871088004
2.5+1,1,0.05201063942911914,0.05201063942911914,2236.457495452123,2236.457495452123,43000.0,45236.45749545212
3+2,1,0.02438480727697073,0.02438480727697073,884.3786802463364,884.3786802463364,36267.61,35383.231319753664
2+2,1,0.009253351071380029,0.009253351071380029,392.3420854265132,392.3420854265132,42400.0,42007.65791457349
4+2,1,0.004198158561189149,0.004198158561189149,145.53617744841904,145.53617744841904,34666.67,34521.13382255158
