rows,base_r2,segment_r2,best_blended_r2,mape,mae,status,status_note,basiskele_large_home_rows,basiskele_large_home_r2,top_large_home_features
205,0.2855733207523844,0.23946541424905687,0.3228234661963746,0.12509578773931684,4884.310183188368,used_blend,,205,0.3228234661963746,"large_home_m2_excess,large_home_quality_x_m2,large_home_detail_premium_x_m2,large_home_site_x_m2,large_home_basiskele_premium"
