is_large_home,n,mape,mae,mean_actual,mean_pred
0,685,0.09977154685971332,4209.158624017365,41880.54601459854,41388.05642543816
1,234,0.12418464569399244,4825.282493733773,38107.15709401709,38017.00543954085
