county,n,mape,mae,mean_bias,r2
Başiskele,918,0.11105643743403582,4572.212984174651,-451.1393313401614,0.4401912183403204
Gölcük,571,0.13923836154317834,4245.726253879328,-449.5063651011176,0.6422171306421325
Karamürsel,205,0.16582141828199826,6289.21464519383,-1140.9806397816508,0.5929954711941858
İzmit,1329,0.1301040513307441,5048.594216955058,-311.117369504179,0.7160787405813882
