county,group,feature,non_null_count,positive_count,positive_rate,missing_rate,reliability_status
Başiskele,front,front_east,918,410,0.4466230936819172,0.0,ok
Başiskele,front,front_north,918,291,0.31699346405228757,0.0,ok
Başiskele,front,front_south,918,430,0.4684095860566449,0.0,ok
Başiskele,front,front_west,918,403,0.43899782135076254,0.0,ok
Başiskele,inside,in_air_conditioner,918,38,0.04139433551198257,0.0,ok
Başiskele,inside,in_builtin_kitchen,918,180,0.19607843137254902,0.0,ok
Başiskele,inside,in_dressing_room,918,49,0.05337690631808279,0.0,ok
Başiskele,inside,in_fiber,918,286,0.3115468409586057,0.0,ok
Başiskele,inside,in_glass_balcony,918,55,0.05991285403050109,0.0,ok
Başiskele,inside,in_heat_glass,918,405,0.4411764705882353,0.0,ok
Başiskele,inside,in_intercom,918,306,0.3333333333333333,0.0,ok
Başiskele,inside,in_laminate_floor,918,423,0.46078431372549017,0.0,ok
Başiskele,inside,in_pantry,918,56,0.06100217864923747,0.0,ok
Başiskele,inside,in_parent_bathroom,918,183,0.19934640522875818,0.0,ok
Başiskele,inside,in_pvc,918,310,0.33769063180827885,0.0,ok
Başiskele,inside,in_smart_home,918,28,0.030501089324618737,0.0,ok
Başiskele,inside,in_steel_door,918,517,0.5631808278867102,0.0,ok
Başiskele,inside,in_terrace,918,119,0.12962962962962962,0.0,ok
Başiskele,nearby,near_city_center,918,387,0.4215686274509804,0.0,ok
Başiskele,nearby,near_hospital,918,537,0.5849673202614379,0.0,ok
Başiskele,nearby,near_lake_zero,918,6,0.006535947712418301,0.0,unreliable
Başiskele,nearby,near_mall,918,374,0.4074074074074074,0.0,ok
Başiskele,nearby,near_market,918,595,0.6481481481481481,0.0,ok
Başiskele,nearby,near_mosque,918,558,0.6078431372549019,0.0,ok
Başiskele,nearby,near_park,918,500,0.5446623093681917,0.0,ok
Başiskele,nearby,near_pharmacy,918,511,0.5566448801742919,0.0,ok
Başiskele,nearby,near_school,918,574,0.6252723311546841,0.0,ok
Başiskele,nearby,near_sea_zero,918,19,0.020697167755991286,0.0,ok
Başiskele,nearby,near_university,918,280,0.30501089324618735,0.0,ok
Başiskele,outside,out_camera,918,256,0.2788671023965142,0.0,ok
Başiskele,outside,out_children_playground,918,237,0.2581699346405229,0.0,ok
Başiskele,outside,out_closed_pool,918,39,0.042483660130718956,0.0,ok
Başiskele,outside,out_generator,918,23,0.02505446623093682,0.0,ok
Başiskele,outside,out_heat_insulation,918,471,0.5130718954248366,0.0,ok
Başiskele,outside,out_hydrofor,918,30,0.032679738562091505,0.0,ok
Başiskele,outside,out_open_pool,918,171,0.18627450980392157,0.0,ok
Başiskele,outside,out_pool,918,180,0.19607843137254902,0.0,ok
Başiskele,outside,out_sauna_hamam,918,66,0.0718954248366013,0.0,ok
Başiskele,outside,out_security,918,205,0.2233115468409586,0.0,ok
Başiskele,outside,out_sound_insulation,918,368,0.4008714596949891,0.0,ok
Başiskele,outside,out_sports_area,918,147,0.16013071895424835,0.0,ok
Başiskele,subtype,subtype_duplex,918,178,0.19389978213507625,0.0,unmapped_extra
Başiskele,subtype,subtype_garden_duplex,918,47,0.05119825708061002,0.0,unmapped_extra
Başiskele,subtype,subtype_middle_floor,918,368,0.4008714596949891,0.0,unmapped_extra
Başiskele,subtype,subtype_reverse_duplex,918,10,0.010893246187363835,0.0,unmapped_extra
