site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Belirtilmemiş,1,0.3736436364171334,0.3736436364171334,8940.757909061926,8940.757909061926,23928.57,32869.327909061925
Hayır,1864,0.1324814120568659,0.10539844592026712,4638.962337836125,3660.455780483404,36005.7182027897,35677.88654210052
Evet,1155,0.12192450873942372,0.10092468997036219,5155.848550245901,3944.4940932790632,42458.149376623376,41845.66868897182
,3,0.07159522250624702,0.10017220942689703,3166.7652886070696,4060.239469648448,44908.426666666666,42029.291994611536
