m2_group,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
200+,109,4.798165137614679,5.0,0,0,0.9719037909995614,38818.55321100917
0-75,245,2.8244897959183675,0.0,0,0,1.1622898675797708,49483.39579591837
126-150,655,2.7404580152671754,0.0,0,0,0.9774817156846966,35865.89459541985
151-200,366,2.5846994535519126,0.0,0,0,0.9932226901355818,38506.912185792346
101-125,839,2.538736591179976,0.0,1,0,0.9927439111632825,36544.96822407628
76-100,809,2.3362175525339928,0.0,0,0,1.021226458840314,39197.65349814586
