county,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
Başiskele,919,1.7606093579978237,0.0,0,0,1.0027966046787198,40919.74840043526
