room_count,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
6+1,1,0.3497575702217883,0.3497575702217883,18459.428094500094,18459.428094500094,52777.78,34318.351905499905
4.5+1,2,0.33773789190316594,0.33773789190316594,11863.930332256505,11863.930332256505,34219.0,46082.9303322565
3.5+1,2,0.2228252075652371,0.2228252075652371,14419.816211137739,14419.816211137739,61497.96,47078.14378886226
5+1,6,0.17635255321492058,0.17132254842042874,6971.688842284474,5943.788438037187,36316.30333333334,35635.36601952978
1+1,40,0.14441147792526415,0.1360410036957055,7587.078377540842,7003.028377512499,49987.860499999995,46699.25745162469
4+1,80,0.13790384462802202,0.11064793819876986,5466.453129737979,3940.0219310460925,38162.069875,36836.10633580053
3+1,400,0.11829232537813482,0.09800675410579783,4619.775106600687,3823.366871031576,39217.910575,39129.81459033147
2+2,1,0.11225353771584487,0.11225353771584487,4759.549999151823,4759.549999151823,42400.0,37640.45000084818
2+1,384,0.09532038580020734,0.07792603612861451,4079.752821561917,3165.1685195349455,42310.314427083336,41896.67012906827
3+2,1,0.03145812024215892,0.03145812024215892,1140.9108362757252,1140.9108362757252,36267.61,35126.699163724275
2.5+1,1,0.009107287125945055,0.009107287125945055,391.61334641563735,391.61334641563735,43000.0,43391.61334641564
4+2,1,0.004585153155578539,0.004585153155578539,158.95199134389986,158.95199134389986,34666.67,34507.7180086561
