county,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Başiskele,919,0.10888180907289265,0.08823158809653708,4489.3122684702585,3518.7527469911147,40919.74840043526,40470.006454931936
