basiskele_rows,premium_score_mean,premium_score_std,high_bucket_share,low_bucket_share,pool_share,view_share,specialist_mode,variance_lift_status
919,0.517983532367504,0.01764183839628194,0.3025027203482046,0.45375408052230687,0.20674646354733406,0.6082698585418934,premium_target_stats,disabled
