segment,rows,status,status_note,blend_weight,base_r2,base_log_r2,base_mape,base_mae_tl_per_m2,segment_r2,segment_log_r2,segment_mape,segment_mae_tl_per_m2,best_blended_r2,best_blended_log_r2,best_blended_mape,best_blended_mae_tl_per_m2,blend_candidates,weights
large_home,205,used_blend,,0.35,0.2589467224865053,0.2580418716995405,0.12973570600797515,5028.472181374425,0.23946541424905676,0.24620987855545373,0.13433990588847522,5276.016921196597,0.3067723217607775,0.3083135145696311,0.1269069442726405,4946.699927907311,"[{""blend_weight"": 0.15, ""r2"": 0.2866492176248039, ""log_r2"": 0.28628399466596477, ""mape"": 0.1277682663599564, ""mae_tl_per_m2"": 4965.937934566992}, {""blend_weight"": 0.25, ""r2"": 0.29911270627113706, ""log_r2"": 0.2995605248840236, ""mape"": 0.1271092665587218, ""mae_tl_per_m2"": 4948.015451287938}, {""blend_weight"": 0.35, ""r2"": 0.3067723217607775, ""log_r2"": 0.3083135145696311, ""mape"": 0.1269069442726405, ""mae_tl_per_m2"": 4946.699927907311}, {""blend_weight"": 0.5, ""r2"": 0.3092544828264395, ""log_r2"": 0.3127505001740304, ""mape"": 0.12722030368841158, ""mae_tl_per_m2"": 4966.941701528015}, {""blend_weight"": 0.65, ""r2"": 0.30092792928954304, ""log_r2"": 0.30638308236646994, ""mape"": 0.12840752334139052, ""mae_tl_per_m2"": 5023.088026201534}, {""blend_weight"": 0.8, ""r2"": 0.28179266115008805, ""log_r2"": 0.28867433362321804, ""mape"": 0.13036892839772787, ""mae_tl_per_m2"": 5109.516098940326}, {""blend_weight"": 1.0, ""r2"": 0.23946541424905676, ""log_r2"": 0.24620987855545373, ""mape"": 0.13433990588847522, ""mae_tl_per_m2"": 5276.016921196597}]","{""extra_trees"": 0.5038115023713493, ""gradient_boosting"": 0.4961884976286507}"
compact_home,109,skipped_too_few_rows,,,,,,,,,,,,,,,,
old_building,24,skipped_too_few_rows,,,,,,,,,,,,,,,,
mainstream_home,581,used_blend,,0.35,0.397499943226181,0.4105674298924814,0.10402100010253446,4337.082631353873,0.3586822606483149,0.37206363096874695,0.10629915007302954,4404.805138714567,0.4117087152337422,0.4273609426148286,0.10190370427733535,4245.3414405231315,"[{""blend_weight"": 0.15, ""r2"": 0.40725468651423224, ""log_r2"": 0.42176253406893816, ""mape"": 0.10276275933871006, ""mae_tl_per_m2"": 4284.157314201852}, {""blend_weight"": 0.25, ""r2"": 0.4107034573974955, ""log_r2"": 0.42588822895441125, ""mape"": 0.10225234188105992, ""mae_tl_per_m2"": 4261.296109434606}, {""blend_weight"": 0.35, ""r2"": 0.4117087152337422, ""log_r2"": 0.4273609426148286, ""mape"": 0.10190370427733535, ""mae_tl_per_m2"": 4245.3414405231315}, {""blend_weight"": 0.5, ""r2"": 0.4086350150249559, ""log_r2"": 0.4246095731678713, ""mape"": 0.10200143213350597, ""mae_tl_per_m2"": 4245.348755830695}, {""blend_weight"": 0.65, ""r2"": 0.4000634104603823, ""log_r2"": 0.4158982307488678, ""mape"": 0.10273729775593507, ""mae_tl_per_m2"": 4270.340784999569}, {""blend_weight"": 0.8, ""r2"": 0.38599390154002133, ""log_r2"": 0.4011829046592199, ""mape"": 0.10395534762005351, ""mae_tl_per_m2"": 4315.09856102221}, {""blend_weight"": 1.0, ""r2"": 0.3586822606483149, ""log_r2"": 0.37206363096874695, ""mape"": 0.10629915007302954, ""mae_tl_per_m2"": 4404.805138714567}]","{""extra_trees"": 0.5015291110839061, ""gradient_boosting"": 0.49847088891609376}"
