county,district,test_name,base_prediction_tl_m2,variant_prediction_tl_m2,difference_tl_m2,difference_pct,expected_direction,passed_direction_check
İzmit,missing,new_vs_old,25980.909832387555,32458.680926626643,6477.771094239088,0.24932810806201866,a > b,True
İzmit,missing,elevator,30586.674939716257,31884.976765616488,1298.301825900231,0.042446648040660645,a > b,True
İzmit,missing,site_inside,30586.674939716257,31315.439124258883,728.764184542626,0.023826198368373106,a >= b,True
İzmit,missing,parking,30586.674939716257,31293.13429285628,706.4593531400242,0.023096964757771014,a > b,True
İzmit,missing,heating,30238.485350925424,30833.775110783994,595.2897598585696,0.019686493981099857,a > b,True
İzmit,missing,floor,29945.04431922819,30586.674939716257,641.6306204880675,0.02142693841585221,a > b,True
İzmit,missing,net_gross,29669.882927409377,30557.995148696078,888.1122212867012,0.029933121861638795,a > b,True
İzmit,missing,total_quality,26502.38035497435,34984.752565977884,8482.372211003534,0.32006076802876465,a > b,True
Başiskele,Yeşilyurt Mh.,new_vs_old,32656.693370522746,39505.68544163904,6848.992071116296,0.2097270532998443,a > b,True
Başiskele,Yeşilyurt Mh.,elevator,37458.71173541632,38500.666997361426,1041.955261945106,0.027816099744828175,a > b,True
Başiskele,Yeşilyurt Mh.,site_inside,37458.71173541632,38118.120718093924,659.4089826776035,0.01760362148424202,a >= b,True
Başiskele,Yeşilyurt Mh.,parking,37458.71173541631,37711.195356023185,252.48362060687214,0.006740317776816519,a > b,True
Başiskele,Yeşilyurt Mh.,heating,36281.89160274189,37689.14517416262,1407.2535714207334,0.038786664896887146,a > b,True
Başiskele,Yeşilyurt Mh.,floor,35344.10059980629,37458.71173541632,2114.61113561003,0.05982925296510783,a > b,True
Başiskele,Yeşilyurt Mh.,net_gross,36277.29242185941,37441.368298548026,1164.0758766886138,0.03208827889225776,a > b,True
Başiskele,Yeşilyurt Mh.,total_quality,34954.43037174476,43376.51804227059,8422.087670525827,0.24094478385016907,a > b,True
Gölcük,missing,new_vs_old,25980.909832387555,32458.680926626643,6477.771094239088,0.24932810806201866,a > b,True
Gölcük,missing,elevator,30586.674939716257,31884.976765616488,1298.301825900231,0.042446648040660645,a > b,True
Gölcük,missing,site_inside,30586.674939716257,31315.439124258883,728.764184542626,0.023826198368373106,a >= b,True
Gölcük,missing,parking,30586.674939716257,31293.13429285628,706.4593531400242,0.023096964757771014,a > b,True
Gölcük,missing,heating,30238.485350925424,30833.775110783994,595.2897598585696,0.019686493981099857,a > b,True
Gölcük,missing,floor,29945.04431922819,30586.674939716257,641.6306204880675,0.02142693841585221,a > b,True
Gölcük,missing,net_gross,29669.882927409377,30557.995148696078,888.1122212867012,0.029933121861638795,a > b,True
Gölcük,missing,total_quality,26502.38035497435,34984.752565977884,8482.372211003534,0.32006076802876465,a > b,True
Karamürsel,missing,new_vs_old,25980.909832387555,32458.680926626643,6477.771094239088,0.24932810806201866,a > b,True
Karamürsel,missing,elevator,30586.674939716257,31884.976765616488,1298.301825900231,0.042446648040660645,a > b,True
Karamürsel,missing,site_inside,30586.674939716257,31315.439124258883,728.764184542626,0.023826198368373106,a >= b,True
Karamürsel,missing,parking,30586.674939716257,31293.13429285628,706.4593531400242,0.023096964757771014,a > b,True
Karamürsel,missing,heating,30238.485350925424,30833.775110783994,595.2897598585696,0.019686493981099857,a > b,True
Karamürsel,missing,floor,29945.04431922819,30586.674939716257,641.6306204880675,0.02142693841585221,a > b,True
Karamürsel,missing,net_gross,29669.882927409377,30557.995148696064,888.1122212866867,0.029933121861638302,a > b,True
Karamürsel,missing,total_quality,26502.38035497435,34984.752565977884,8482.372211003534,0.32006076802876465,a > b,True
