building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,8,0.22539540119876847,0.21527827297969002,5769.321093982366,5860.142905506882,28095.89875,33865.21984398236
16-20 arası,11,0.14028504067851463,0.07606320567065286,5643.242313149645,2489.3410690489873,36433.91818181818,35352.10677022689
5,43,0.13542518151792918,0.10182847104620787,6010.551409725432,4609.231407327345,43811.04720930233,42371.35346304087
4,17,0.12298164353334062,0.09789960012179569,5118.85969066253,3464.1401484616945,40888.98941176471,40761.873538474734
2,30,0.12004305255534257,0.07766220424082174,5103.101040458407,2995.4968381795734,41055.965,40174.51918949042
6-10 arası,158,0.11996504217122661,0.10252392988805148,4840.155094816762,4240.086511243788,40460.17386075949,40319.746838913314
26-30 arası,16,0.1181390240305437,0.09233645455715868,3566.8822377842016,3029.715767390793,32057.213125000002,33190.88807830883
3,26,0.11177132380434242,0.11382519396039475,4924.201663701069,4692.479389384935,43607.786538461536,42022.001279249
0 (Yapım Aşamasında),78,0.10896713600259861,0.08942639324006652,4539.750981275242,3412.8037774835866,41159.575769230774,40799.04417656571
0 (Oturuma Hazır),388,0.10099121489313803,0.07917763515573538,4334.207389035356,3188.853997602004,42164.376211340204,41543.469748997675
1,47,0.09945791492103667,0.08213109659348065,4220.467168459631,3329.480696282997,42601.52404255319,41594.20068607159
11-15 arası,78,0.09887484556041733,0.09684960585406954,3710.530093154705,3327.867758737504,37469.194871794876,37382.60982849065
21-25 arası,16,0.07275478267618236,0.06444483676196161,2256.319977135783,1944.187964559771,31237.335625,32533.137275348883
missing,3,0.07173387597355442,0.09325517376646122,3126.3508698669707,4639.3255847558685,44908.426666666666,41782.0757967997
