room_count,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
2+0,1,0.5792170990309629,0.5792170990309629,16461.958132413947,16461.958132413947,28421.05,44883.00813241395
4+2,4,0.340990697631689,0.41352074758914464,6626.427675899605,7628.072100853462,22954.252500000002,28729.181757778133
5.5+1,1,0.23480008420157217,0.23480008420157217,8462.587150765277,8462.587150765277,36041.67,44504.257150765276
5+1,16,0.2154679040988165,0.2122554492570455,8856.642990468594,6118.0275492711135,39635.079375,36198.55497680835
6+1,2,0.18374123097353848,0.18374123097353848,9789.809830357386,9789.809830357386,54722.225,47623.919599220084
4.5+1,7,0.17049077112963448,0.15382894060220245,6815.352501354644,5943.390327525311,39561.57571428572,39195.311734971125
2.5+1,5,0.16193544517525554,0.10294778388392153,6526.566888459996,4445.4726730744005,41234.126000000004,38548.67535114891
3.5+1,9,0.161653522449522,0.1678848006896848,7285.179215825499,3569.6754735009745,41939.153333333335,39370.41247838279
4+1,170,0.15217173437205556,0.12978029496304688,5782.257598133146,4794.705148070945,38589.419411764706,38049.05308681824
3+1,1300,0.13670681443661226,0.11202231158027254,4829.520710553034,3876.7154206730265,36325.80273846154,35953.26556352421
1+1,213,0.1298690799481833,0.10911684289106924,6289.563783048847,5020.187268188165,48251.97671361502,47608.23679534484
3+2,4,0.12298443761976317,0.07262354775134827,2738.235028778229,1886.7438955326488,26211.1325,28820.423298028567
2+1,1210,0.11467588218408273,0.08888895842573136,4367.485004149847,3292.487974986214,38712.94039669422,38274.109755688165
Stüdyo (1+0),12,0.10970831565477861,0.09587510187617379,7301.117387724149,5777.245955254111,60902.71,55821.10926680445
3+0,1,0.09796887654230177,0.09796887654230177,3956.435850987771,3956.435850987771,40384.62,36428.18414901223
7+1,1,0.07867446035478873,0.07867446035478873,2442.1866357614344,2442.1866357614344,31041.67,28599.483364238564
5+2,1,0.050112297147526554,0.050112297147526554,1252.8074286881638,1252.8074286881638,25000.0,26252.807428688164
2+2,1,0.0012512995525884314,0.0012512995525884314,53.055101029749494,53.055101029749494,42400.0,42453.05510102975
