county,feature,importance
İzmit,cat__usage_status_Mülk Sahibi,0.007080760269284713
İzmit,num__detail_effect_inside_mean,0.006844212969530963
İzmit,cat__detail_konut_tipi_Ara Kat,0.006629448839419437
İzmit,num__detail_effect_county_total_sum,0.00606886446051678
İzmit,num__detail_effect_outside_mean,0.006013709639162724
İzmit,num__detail_effect_total_sum,0.005964214012962041
İzmit,num__attr_effect_total_quality_bucket,0.005647437271706465
İzmit,num__detail_effect_total_abs_sum,0.005597810963594368
İzmit,num__detail_inside_count,0.00552268215985517
İzmit,num__attr_building_age_inverse,0.005397524586154579
İzmit,num__location_baseline_log,0.005256896049636849
İzmit,num__dues,0.005247561390949803
İzmit,num__detail_effect_district_total_sum,0.0051576870102882704
İzmit,cat__usage_status_Boş,0.005137379006682528
İzmit,num__detail_effect_inside_sum,0.004978440269646509
İzmit,cat__parking_Açık Otopark,0.004876538111300353
İzmit,num__detail_effect_inside_x_attr_quality,0.004872723828520192
İzmit,num__estimated_monthly_rent_gross,0.004766493950544844
İzmit,num__location_baseline_level_code,0.0046952005700092
