county,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Karamürsel,202,0.16984613800659296,0.14792095449449297,6463.3306673655325,5513.0506467700925,38340.65663366336,37411.76171662259
Gölcük,571,0.14014709922909493,0.11502039398371539,4271.608450243547,3489.111521566607,31298.68380035026,30837.3151562744
İzmit,1329,0.12999259235845304,0.10574393837657253,5068.411175108559,3932.5414008062653,39941.79457486833,39547.345204294856
Başiskele,856,0.1102830654206424,0.0890155058900659,4521.015066319618,3498.197626318357,40817.769310747666,40368.16404020769
