county,model,feature,importance
Başiskele,extra_trees,num__district_m2_group_target_median,0.08531005652030761
Başiskele,extra_trees,num__attr_has_elevator,0.029375148026991278
Başiskele,extra_trees,cat__elevator_Var,0.025908531646333412
Başiskele,extra_trees,num__attr_total_quality_score,0.025694894149551797
Başiskele,extra_trees,num__attr_effect_elevator,0.023436316927689427
Başiskele,extra_trees,num__attr_quality_x_county_income,0.02125892297706579
Başiskele,extra_trees,num__detail_effect_subtype_sum,0.01896161313556028
Başiskele,extra_trees,num__detail_effect_subtype_mean,0.018798377554577226
Başiskele,extra_trees,cat__elevator_Yok,0.016655739939715586
Başiskele,extra_trees,num__estimated_monthly_rent_gross,0.015135544012790303
Başiskele,extra_trees,num__attr_m2_per_room,0.014863097483692515
Başiskele,extra_trees,num__attr_effect_total_quality_bucket,0.013925363903426574
Başiskele,extra_trees,num__gross_m2,0.01340477838721762
Başiskele,extra_trees,num__detail_effect_total_x_attr_quality,0.012894203674239338
Başiskele,extra_trees,num__detail_effect_county_total_sum,0.011295613437957335
Başiskele,extra_trees,num__detail_effect_outside_mean,0.011158314399566998
Başiskele,extra_trees,num__attr_quality_x_location_baseline,0.010865196708975114
Başiskele,extra_trees,num__detail_effect_outside_x_attr_quality,0.010043981653490958
Başiskele,extra_trees,num__detail_effect_total_sum,0.009936171390509846
Başiskele,extra_trees,num__attr_compactness_score,0.00974614284034442
Başiskele,extra_trees,num__net_m2,0.009729729088548892
Başiskele,extra_trees,num__total_floors,0.008918960982067176
Başiskele,extra_trees,num__bathroom_count,0.008659191122049967
Başiskele,extra_trees,num__district_room_count_target_median,0.008579816708721415
Başiskele,extra_trees,cat__usage_status_Mülk Sahibi,0.008446858338988788
Başiskele,extra_trees,num__attr_large_home_x_quality,0.008237977651395953
Başiskele,extra_trees,num__detail_effect_inside_x_attr_quality,0.007803126219847771
Başiskele,extra_trees,num__detail_effect_inside_sum,0.007509367273693081
Başiskele,extra_trees,num__net_gross_ratio,0.007450610235244931
Başiskele,extra_trees,num__detail_effect_outside_sum,0.007112036052844344
Başiskele,extra_trees,num__detail_effect_inside_mean,0.0070663059930925
Başiskele,extra_trees,num__dues,0.006985476677814531
Başiskele,extra_trees,num__attr_net_gross_ratio,0.0065855008526758
Başiskele,extra_trees,num__detail_effect_total_mean,0.006426487681109761
Başiskele,extra_trees,num__attr_new_building_x_site_inside,0.0063010696768200005
Başiskele,extra_trees,cat__floor_segment_Zemin/Giriş,0.006274349896972948
Başiskele,extra_trees,num__district_m2_group_rent_m2_median,0.006068653443392617
Başiskele,extra_trees,num__detail_effect_district_total_sum,0.005810353461341948
Başiskele,extra_trees,cat__m2_group_126-150,0.005468442981625234
Başiskele,extra_trees,num__remaining_floors,0.005240456147398392
Başiskele,extra_trees,num__floor_num,0.005231075088726862
Başiskele,extra_trees,num__demo_education_doctorate_ratio,0.004900706778994275
Başiskele,extra_trees,num__detail_effect_front_sum,0.004737095566006139
Başiskele,extra_trees,num__district_m2_group_rent_m2_count,0.0046992575082469325
Başiskele,extra_trees,cat__detail_konut_tipi_missing,0.004631546717812562
Başiskele,extra_trees,cat__room_count_3+1,0.0045576383444443196
Başiskele,extra_trees,cat__building_age_group_0 (Oturuma Hazır),0.004465260943913071
Başiskele,extra_trees,cat__m2_group_0-75,0.004450373828699568
Başiskele,extra_trees,num__location_baseline_vs_trend,0.00441455326005306
Başiskele,extra_trees,num__location_baseline_m2,0.004373573942622943
Başiskele,extra_trees,cat__heating_Kombi (Doğalgaz),0.00432866596596411
Başiskele,extra_trees,num__attr_net_gross_bad,0.004302179863075384
Başiskele,extra_trees,num__detail_effect_level_code,0.0042506520316391155
Başiskele,extra_trees,num__attr_compact_home_x_quality,0.004173766236357696
Başiskele,extra_trees,num__location_baseline_log,0.004143691053273076
Başiskele,extra_trees,num__attr_quality_x_demo_income,0.004120692658545773
Başiskele,extra_trees,num__is_small_flat,0.004110853166925833
Başiskele,extra_trees,num__location_baseline_count,0.003920415577772864
Başiskele,extra_trees,num__detail_effect_front_mean,0.0038532657831070066
Başiskele,extra_trees,num__district_room_rent_m2_count,0.003817430456774267
Başiskele,extra_trees,cat__usage_status_Boş,0.0036975689665569625
Başiskele,extra_trees,cat__detail_konut_tipi_Ara Kat,0.0036722587248101787
Başiskele,extra_trees,num__detail_front_count,0.003658940677455815
Başiskele,extra_trees,num__attr_net_gross_good,0.00365880696564538
Başiskele,extra_trees,num__inside_quality_score,0.003599210613793852
Başiskele,extra_trees,num__attr_floor_ratio,0.0035574781534130928
Başiskele,extra_trees,num__detail_effect_view_sum,0.0035502515694054177
Başiskele,extra_trees,num__detail_near_count,0.0035379264024134834
Başiskele,extra_trees,cat__parking_Açık & Kapalı Otopark,0.0035215070555394547
Başiskele,extra_trees,cat__m2_group_151-200,0.003436266679485286
Başiskele,extra_trees,cat__m2_group_76-100,0.0034220223843805593
Başiskele,extra_trees,num__floor_ratio,0.003415332382349521
Başiskele,extra_trees,num__detail_effect_view_x_location_baseline,0.0034151795414561524
Başiskele,extra_trees,cat__kitchen_Açık (Amerikan),0.003409853270603782
Başiskele,extra_trees,cat__detail_cephe_missing,0.0033906358054020982
Başiskele,extra_trees,num__is_new_building,0.003336603322264928
Başiskele,extra_trees,cat__building_age_group_6-10 arası,0.0033306378432957865
Başiskele,extra_trees,num__county_room_count_target_median,0.0032798099595759446
Başiskele,extra_trees,num__front_score,0.003213225378666352
Başiskele,extra_trees,num__outside_quality_score,0.0032119588307958423
Başiskele,extra_trees,cat__detail_cephe_Batı|Doğu|Kuzey,0.0032031624550615413
Başiskele,extra_trees,cat__kitchen_Kapalı,0.0031930516948325133
Başiskele,extra_trees,cat__detail_cephe_Batı|Doğu|Güney,0.003180145119186754
Başiskele,extra_trees,cat__m2_group_101-125,0.0031742579484592116
Başiskele,extra_trees,cat__detail_konut_tipi_En Üst Kat,0.0031492856563929824
Başiskele,extra_trees,num__detail_effect_positive_count,0.0031270748229012347
Başiskele,extra_trees,num__detail_transport_count,0.0030825168253288304
Başiskele,extra_trees,num__detail_effect_view_mean,0.0030524738512197657
Başiskele,extra_trees,num__accessibility_score,0.003008254329529819
Başiskele,extra_trees,num__nearby_score,0.002920048081712054
Başiskele,extra_trees,num__district_room_rent_m2_median,0.002916367650516262
Başiskele,extra_trees,num__transport_score,0.002893389708435208
Başiskele,extra_trees,num__detail_outside_count,0.0028556648920749343
Başiskele,extra_trees,num__building_age,0.0028193939377763096
