m2_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
200+,105,0.17976167252264275,0.14880394544770018,6737.16676057785,5943.390327525311,38776.176857142855,38517.10492707033
151-200,351,0.14046989145970923,0.11516859873663465,5357.913121206654,4368.1899559178055,38508.21829059829,38118.90214641879
126-150,643,0.1390382715508995,0.11402797200927524,4751.888495331184,3796.545242105265,35818.13037325039,35596.06770613174
0-75,243,0.12938559217255266,0.10911684289106924,6503.368117336804,4895.315416658479,49544.86288065844,48106.41716999693
101-125,824,0.12359687674041799,0.09908906217064034,4421.086243518348,3395.367393361199,36447.6090776699,36091.21905509887
76-100,792,0.11443097389532883,0.08969178292457719,4398.738299635919,3380.645787137839,39075.560643939396,38557.483505590004
