is_large_home,n,mape,mae,mean_actual,mean_pred
0,685,0.10042033304008037,4236.950788914144,41880.54601459854,41422.93634097652
1,234,0.12510863041704504,4853.345536902015,38107.15709401709,38021.34402868998
