floor_segment,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Bahçe,67,0.1385077497575686,0.11636591557424382,5867.183744028931,5612.638075080031,41418.09552238806,39642.49846233106
En Üst Kat,163,0.11444897546688916,0.08241789734090108,4472.226265745798,3106.7540801341383,38676.08797546012,38232.355679519766
Çatı,31,0.10904992528649564,0.10147981619242333,4287.426256670092,3562.8702088935897,38903.83903225807,37929.244531243894
Ara Kat,517,0.10366069875902391,0.08941571675260311,4429.906971220958,3641.2002846478645,42414.60651837524,42033.10424597448
Zemin/Giriş,141,0.09329798916941015,0.06287745845447133,3494.6655021046017,2579.573814898755,38238.74794326241,38843.000339766695
