flag,share_all,share_expensive_underpred,lift,n_all,n_expensive_underpred
site_project_known_premium_flag,0.06746463547334058,0.20689655172413793,3.066740823136819,62,18
has_site_project_name,0.20021762785636563,0.28735632183908044,1.4352198900549724,184,25
