district,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Sepetlipınar Mh.,1,0.26328147074739683,0.26328147074739683,6582.03676868492,6582.03676868492,25000.0,31582.03676868492
Seymen Mah.,10,0.1909938892715559,0.14069521049598077,7632.056544569647,5702.645963466042,44081.542,42256.61445546216
Bahçecik Kılıçaslan Mh.,11,0.1675004637274892,0.11067428499488152,6434.940965517293,4386.001468075519,42051.83090909091,42426.588569801235
Atakent Mah.,5,0.16580417568770187,0.23748629407703734,8447.27824664629,8844.317322514697,47155.418,43052.372595201494
Karşıyaka Mh.,4,0.15908008028863965,0.15690328664197423,10839.490327861211,10140.026741223905,67031.82,56192.32967213879
Bahçecik Şehitekrem Mh.,2,0.1581058091031298,0.1581058091031298,5776.523207375529,5776.523207375529,37152.78,37679.83553613894
Sahil Mah.,3,0.154735367194308,0.1726210312564467,5238.840581277277,5262.835476740296,35550.026666666665,39323.961520464385
Döngel Mh.,39,0.1323915557878648,0.12233030760149664,5515.589925747033,4121.904505564773,40185.3958974359,39119.13378275833
Kullar Yakacık Mh.,24,0.12470728742433723,0.11833866728845323,5029.373938013436,4858.172583629057,39630.2175,39349.776290120804
Körfez Mh.,11,0.1242083767862344,0.08131086448596146,4444.840634350344,2337.2853041412054,35762.35999999999,35520.434361681604
Kullar Tepecik Mh.,11,0.12081016897930001,0.07870114584472783,4630.146273408032,3201.7058490489653,38974.27636363636,37805.68041143017
Barbaros Mah.,108,0.11379342723179144,0.09077844854142925,4771.890317706581,3998.7036304553694,41193.614074074074,40619.17281900764
Paşadağ Mh.,113,0.10933580189265041,0.0953099300118802,4514.366713367661,3537.1861315820497,41525.32654867257,41196.51736838583
Aydınkent Mh.,21,0.10805804975770018,0.08665287940902155,4042.0416247244616,3576.6123285968642,37026.04285714286,37851.46065839951
Fatih Mah.,194,0.10488853397336967,0.08820822544266191,4281.875505972716,3645.98378237613,41636.47659793814,41629.72999973787
Serdar Mah.,38,0.10399449592269616,0.07843639268146804,4030.529460845121,2795.4966035671387,37623.35236842106,36974.4216178995
Mahmutpaşa Mh.,26,0.10366868693645645,0.08537461962586637,4473.165613918942,4022.868158667832,43813.14692307693,44145.59576339786
Yeşilyurt Mh.,201,0.0969651318798309,0.07388850511754959,4181.949100904066,3100.5924061882542,41696.01975124378,41183.288833195016
Kullar Merkez Mh.,7,0.09262389246242846,0.07171442676159245,3250.3184710717333,2814.7912503925036,38300.97571428572,38665.45431019626
Yaylacık Mh.,35,0.08368179396919796,0.061431626147607096,3465.6126085100464,2964.9292469092325,42852.42228571429,42575.57695149137
Havuzlubahçe Mh.,10,0.08278950503227002,0.06116429699431071,2631.336736279046,1880.3604344592222,31740.775,31555.110733763024
Yeniköy Merkez Mh.,10,0.07598825651787484,0.06977624717952025,2947.555212345379,2609.3219089807935,38734.704,38521.88623379372
Altınkent Mh.,24,0.07468408090742722,0.061041748812889554,2692.2925039226216,2243.8716668857014,35407.8325,35287.92093837812
Damlar Mah.,5,0.06381598031987142,0.055068386382256605,2423.348978278499,2181.2802612718733,39906.932,40206.84376294815
Vezirçiftliği Mh.,1,0.04807041434819324,0.04807041434819324,1722.5230205755433,1722.5230205755433,35833.33,37555.853020575545
Yeşilkent Mh.,5,0.04528783511467857,0.031253300932882914,1285.0093713840688,966.011091331562,29533.484000000004,30004.17744721992
