building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,8,0.21688564920128528,0.1912903876246336,5527.375907423939,5200.223458554259,28095.89875,33581.524584635445
5,43,0.13338201574478065,0.10013206716858941,5884.743804861536,3936.378043967874,43811.04720930233,42505.0857522815
16-20 arası,11,0.1324782967769299,0.06915590921887867,5381.431025564322,2579.573814898755,36433.91818181818,35632.31213869807
6-10 arası,158,0.11627613800713982,0.09406687269486946,4684.731333193174,3941.2019261839905,40460.17386075949,40411.92231453941
26-30 arası,16,0.11459286957460825,0.09911602258074967,3435.5190136259835,3182.758887925327,32057.213125000002,33179.38626264113
2,30,0.11389707124338028,0.07964104271106505,4814.942560873495,3157.9006934955105,41055.965,40218.82744978777
4,17,0.11360791488283371,0.09378394239100026,4800.434149985622,3318.5091636074358,40888.98941176471,40469.92863989709
0 (Yapım Aşamasında),78,0.11274451126944385,0.09523853234335805,4711.610434480411,3808.0276014939373,41159.575769230774,40777.05990780651
3,26,0.1027388698513127,0.10587156939618247,4470.035389565422,4604.321257419215,43607.786538461536,42399.59727918485
0 (Oturuma Hazır),388,0.10048999885931124,0.08386322566015544,4312.3262484262505,3256.666161491721,42164.376211340204,41629.86224367239
1,47,0.095828713323962,0.07805584128604218,4012.829496986111,3060.7581057933203,42601.52404255319,41862.90634951955
11-15 arası,78,0.09221390833141943,0.08410347579009911,3433.477396749703,3194.546092309829,37469.194871794876,37484.15182988381
21-25 arası,16,0.07556123121108753,0.06492882185128225,2344.163030660241,2106.951537428453,31237.335625,32558.346258709254
missing,3,0.07373199273741898,0.08077846060781972,3164.6504833906147,4038.9230303909862,44908.426666666666,41743.77618327605
