rental_rows_raw,rental_rows_used,rental_districts,sales_rows_with_estimated_rent,rent_feature_level_counts,note
1222,1222,56,1385,"{'district_room': 1317, 'district_m2_group': 34, 'district': 33, 'county': 1}",Rental features are external market aggregates. The sales target is not used to create them.
