building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,8,0.20917118558277017,0.18834636309859706,5353.883850591797,5126.537217186875,28095.89875,33315.97247538413
16-20 arası,11,0.13592749572202306,0.0670414344796206,5520.964825531422,2194.083127401853,36433.91818181818,35239.54533624759
5,43,0.13586135233309665,0.10405828660934767,6041.519450782706,4568.554038214275,43811.04720930233,42400.86480032923
4,17,0.13024985854819127,0.09208624618886213,5458.169819269828,3236.9715246327105,40888.98941176471,40684.37762524792
6-10 arası,158,0.12069269611429005,0.10072407686381196,4859.782504285219,4159.732604180654,40460.17386075949,40369.01542874636
26-30 arası,16,0.11676267477572576,0.09249625957319538,3494.4001162952704,3045.3248144551653,32057.213125000002,33199.098248412156
2,30,0.11634494605464464,0.07621338948213885,4933.516446533942,3001.502909409006,41055.965,40275.540835554384
3,26,0.11154769085161537,0.11109074206649827,4920.038309672081,4995.692199534638,43607.786538461536,42041.47968036204
0 (Yapım Aşamasında),78,0.11020234713339107,0.0884362245082167,4599.381867606109,3460.2059595397186,41159.575769230774,40816.767671971356
0 (Oturuma Hazır),388,0.10219985126347916,0.08036624809640514,4382.480887818974,3311.0285183402084,42164.376211340204,41563.1469167641
11-15 arası,78,0.09889781520425452,0.09796492341433072,3705.592985144048,3425.6156473181472,37469.194871794876,37431.04726048304
1,47,0.09827500031731605,0.07469087121238145,4162.462050061045,3183.545269141774,42601.52404255319,41617.76714778734
21-25 arası,16,0.07074599328551022,0.06645997400997912,2205.1780564887617,2034.0623421615219,31237.335625,32396.199188860952
missing,3,0.07050495713975652,0.08639817300963565,3053.626469956192,4319.908650481782,44908.426666666666,41915.83525128666
