m2_group,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
200+,43,4.0,5.0,0,0,0.9542331711047594,38271.07372093023
0-75,36,2.8333333333333335,2.5,0,0,1.262638950723778,53737.835
126-150,210,1.838095238095238,0.0,0,0,0.9887375055188763,39304.85638095238
76-100,231,1.645021645021645,0.0,0,0,1.0198124013405008,43828.92463203463
101-125,242,1.5041322314049588,0.0,0,0,0.9893515849054519,39855.12661157025
151-200,157,1.3630573248407643,0.0,0,0,0.9643007696599587,38226.67821656051
