floor_segment,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Bahçe,67,0.14105769088279355,0.13220433371606968,5973.425701007591,5538.342105025717,41418.09552238806,39484.5783077301
En Üst Kat,163,0.11957593536269195,0.08383021264940027,4685.207666088063,3280.312267962472,38676.08797546012,38166.912978059154
Çatı,31,0.10641028583089696,0.10772528149318528,4224.172782532196,3409.9783364661052,38903.83903225807,37812.527506259015
Ara Kat,517,0.10584598744881606,0.09151468870922012,4533.625519147532,3704.4456185505333,42414.60651837524,41950.741806938255
Zemin/Giriş,141,0.09585807387165599,0.06410050953794405,3584.0168839666803,2633.771884772257,38238.74794326241,38882.45375356465
