rows,base_r2,segment_r2,best_blended_r2,mape,mae,status,status_note,basiskele_large_home_rows,basiskele_large_home_r2,top_large_home_features
205,0.2718199729423403,0.1845642727481327,0.2981795389891334,0.12739462046934252,4955.840585742494,used_blend,,205,0.2981795389891334,"large_home_m2_excess,large_home_quality_x_m2,large_home_detail_premium_x_m2,large_home_site_x_m2,large_home_basiskele_premium"
