m2_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
200+,43,0.15696210019735393,0.1509784443538438,6246.628154711739,5029.912901147782,38271.07372093023,37822.9585416576
151-200,157,0.12047637673706814,0.10305738332701647,4641.801517015735,3605.012130569223,38226.67821656051,38013.85448234453
126-150,210,0.1189307935587215,0.09931718402774047,4710.813402863265,3942.207817426017,39304.85638095238,39161.34347737692
0-75,36,0.11474831640251841,0.10379487263051448,6522.28256767664,5866.48200994045,53737.835,50396.66473235566
101-125,242,0.09937052211916168,0.07579194614969588,3943.173651119908,3111.9649975598277,39855.12661157025,39772.76315925241
76-100,231,0.09376879521255387,0.07717095882438998,4192.206244174023,3369.152747913846,43828.92463203463,43082.63329871376
