floor_segment,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Bahçe,67,0.14225580234618868,0.13111427402103243,6032.651977916568,5446.28103401744,41418.09552238806,39463.426117766445
En Üst Kat,163,0.12006746400288137,0.08409054088578428,4697.24383803461,3200.934874134713,38676.08797546012,38163.36580240993
Ara Kat,517,0.10632851015287877,0.09164732331228327,4553.185220754421,3702.083453855317,42414.60651837524,41943.96303804591
Çatı,31,0.1055918486874601,0.10091291156626045,4207.556928909873,3142.5475297820267,38903.83903225807,37787.99929983116
Zemin/Giriş,141,0.09523903865233373,0.06673235616141565,3559.5343942353616,2700.756989169873,38238.74794326241,38866.6562083782
