room_count,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
6+1,1,0.34135562510556683,0.34135562510556683,18015.992083584082,18015.992083584082,52777.78,34761.78791641592
4.5+1,2,0.30513265260868205,0.30513265260868205,10620.296138991363,10620.296138991363,34219.0,44839.29613899136
5+1,6,0.163327501992598,0.13923031412644943,6597.914241549533,4815.713654918014,36316.30333333334,35311.19577061452
3.5+1,2,0.15258916626751978,0.15258916626751978,10015.688723986299,10015.688723986299,61497.96,51482.2712760137
4+1,80,0.13596409049624095,0.11220545676999683,5397.840432289111,3772.4123171289993,38162.069875,37071.328756877934
1+1,40,0.12646557645058892,0.10125021970419928,6597.437639832229,5795.129034918631,49987.860499999995,47251.0663806795
3+1,400,0.11677776288593604,0.094482395866397,4567.18055568203,3546.1747806739186,39217.910575,39119.336287471444
2.5+1,1,0.10796275291809468,0.10796275291809468,4642.398375478071,4642.398375478071,43000.0,47642.39837547807
2+2,1,0.1057209049678844,0.1057209049678844,4482.566370638298,4482.566370638298,42400.0,37917.4336293617
2+1,384,0.09275201823401395,0.07566722282766933,3967.0317116782826,3174.2144469353098,42310.314427083336,41938.307655684606
3+2,1,0.04915942846108426,0.04915942846108426,1782.894979249504,1782.894979249504,36267.61,34484.7150207505
4+2,1,0.012789082873725583,0.012789082873725583,443.35491558609647,443.35491558609647,34666.67,34223.3150844139
