rows,base_r2,segment_r2,best_blended_r2,mape,mae,status,status_note,basiskele_large_home_rows,basiskele_large_home_r2,top_large_home_features
1612,0.5396433464122465,0.4826829728108225,0.5425268290351435,0.13824389850833346,5079.712242703488,used_blend,,560,0.386624890927341,"large_home_m2_excess,large_home_quality_x_m2,large_home_detail_premium_x_m2,large_home_site_x_m2,large_home_basiskele_premium"
