county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2
Kartepe,1007,0.5321743387872075,0.5511663095739976,0.1032253846847793,0.08267376367042288,4072.5008115674264,3120.841702758793
Başiskele,1753,0.4944325581374862,0.5006418745018953,0.10463881283837974,0.08297930779247167,4084.5923960955256,3149.805176394766
Gölcük,1182,0.6615646554893939,0.6753155805139144,0.11897934877049494,0.09248191354990297,3847.8464452600574,2915.0331154680134
İzmit,2397,0.6617003635259086,0.6721130748527151,0.13325336221138753,0.10417010860848189,5109.58723506844,3961.4983496234054
Karamürsel,328,0.5769045053446381,0.6146318454853729,0.15999005277275413,0.12455124460211676,6189.374768975664,4836.4846201370165
