building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,585,0.15950134340292618,0.1308868894540258,4379.740900123353,3464.34217474232,27460.147572649574,27378.98394967519
26-30 arası,415,0.1436544010270052,0.1195836728419279,4092.089325300865,3325.299882875639,28543.812409638555,28130.03919283556
16-20 arası,206,0.13686221543370378,0.09572525162691442,4773.655858235702,3349.4267399853616,35885.83932038835,36187.37345638574
21-25 arası,242,0.13345669451008116,0.10301970761522729,4318.14282824506,3490.197451630276,33980.545,34281.347357773484
missing,18,0.1313852747181362,0.1185692610488802,5602.317480691251,5093.580208226755,42992.14388888889,41409.94911445463
5,278,0.12874655716659852,0.1018278575069809,5193.385672366498,3979.066279513463,40081.814496402876,39310.528046711406
3,197,0.1273730503275801,0.10444694593089257,5310.345853105603,4162.976636054125,41236.08126903553,40607.491618693835
6-10 arası,1148,0.1242786856704898,0.10015350052100777,4818.558843752295,3691.079379305549,39176.28763937282,38873.68535292903
2,206,0.12319925903935333,0.1021678181316632,5198.898270107525,3933.240807485632,41854.85223300971,41420.06812920903
11-15 arası,781,0.12302403116976875,0.09766673508001121,4779.51562781478,3719.938781370969,39677.26417413572,39467.292092272655
4,155,0.11508600104137579,0.09835123266955796,4741.175352670978,3755.402205639788,41030.00180645161,40375.707055734405
1,261,0.11049476584531877,0.08202666640811167,4457.696712403758,3335.954419923408,41322.642873563214,41228.28915297084
0 (Yapım Aşamasında),179,0.10932079222741202,0.08751750578976009,5006.021349279664,3856.816377505187,45358.292402234634,44398.34551274058
0 (Oturuma Hazır),1996,0.09662116123722164,0.0745152780180323,4047.033785286939,2879.33363915432,40684.464183366734,40020.58699954909
