m2_group,n,mape,mae
200+,23,0.23601654033697017,8742.010841071733
126-150,65,0.1751216092447541,5907.508724295705
101-125,89,0.15149945723123728,5525.193765248103
76-100,83,0.14800883804879958,5788.672142079353
151-200,45,0.1466298278833362,6632.260066931418
0-75,23,0.14343151193145257,7582.907473415897
