district,n,mape,mae
Dereköy Mh.,12,0.24156310470489725,6764.055220260604
Yalakdere Mh.,1,0.23905158203916535,13365.156414870078
Tepeköy Mh.,5,0.1863141575731793,7400.744145183507
Kayacık Mh.,113,0.16043080496249512,7040.103687059156
4 Temmuz Mah.,166,0.16003714161521607,5571.740000415415
Avcıköy Mh.,1,0.1580528255992854,8078.255355015892
Ereğli Mh.,30,0.11848194628708078,5668.619079281446
