floor_segment,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
,8,0.17502293731371604,0.1586167563703762,7732.375535042767,6426.83798462995,41901.53875,36782.214644868625
Bahçe,447,0.12775063552674362,0.09868781004561394,5125.588308950606,3636.756761031109,39909.42697986577,39087.220188950196
En Üst Kat,1830,0.1217998416512749,0.09359969696800172,4449.53218695355,3325.2274189939817,36630.753650273226,36154.8889704492
Çatı,283,0.1201958284132226,0.09954645534883691,4500.094242363775,3547.8149011160203,37448.737455830385,37180.51406195262
Ara Kat,3192,0.1189060190697045,0.09421809069839943,4549.909409310601,3530.378955433276,39167.010360275686,38724.23897369784
Bodrum,8,0.11625078614106121,0.08363881364010761,3261.440435819676,2042.1744084083803,29181.497499999998,31806.707211312612
Zemin/Giriş,899,0.11569140340241642,0.08845131806796698,4192.078869280431,3137.1432310259734,37329.046952169076,37409.8222509377
