county,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Karamürsel,328,0.15999005277275413,0.12455124460211676,6189.374768975664,4836.4846201370165,40032.10551829268,39141.88957655139
İzmit,2397,0.13325336221138753,0.10417010860848189,5109.58723506844,3961.4983496234054,39595.93858156029,39224.40559823266
Gölcük,1182,0.11897934877049494,0.09248191354990297,3847.8464452600574,2915.0331154680134,32959.62334179357,32438.670710190312
Başiskele,1753,0.10463881283837974,0.08297930779247167,4084.5923960955265,3149.805176394766,38990.633354249854,38649.9078189243
Kartepe,1007,0.10322538468477932,0.08267376367042288,4072.500811567426,3120.841702758793,38996.53412115193,38719.160790774135
