is_large_home,n,mape,mae,mean_actual,mean_pred
0,1108,0.0980579562542115,4033.537361039823,40602.88449458484,40134.705472923335
1,645,0.11594360213335402,4172.296239260982,36221.06085271318,36099.27867065929
