heating,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Doğalgaz Sobası,2,0.3482932254903346,0.3482932254903346,9293.541639696357,9293.541639696357,31222.53,35847.73090310536
Yok,7,0.2817217387650402,0.31917577538074504,11359.465007957342,10971.66727871311,38691.852857142854,33611.48299040953
Merkezi,2,0.13519685353909136,0.13519685353909136,4754.883037139727,4754.883037139727,36354.165,41109.04803713973
Kombi (Doğalgaz),420,0.11204517973632898,0.09543094334064997,4409.514208370061,3723.221629586442,39311.17864285714,39076.53673286409
Yerden Isıtma,495,0.10273726110048892,0.08080598802499103,4359.137140313108,3317.103403259338,41890.37288888889,41213.22351292812
Kat Kaloriferi,3,0.09856722124579755,0.07621286216851314,4346.059065759735,3231.425355944957,42044.49,38075.18635174985
Kombi (Elektrik),2,0.0932861269105188,0.0932861269105188,3183.9804928255016,3183.9804928255016,33321.479999999996,36505.4604928255
Merkezi (Pay Ölçer),10,0.08429059790208082,0.0950264844096407,3408.103230889953,3857.9207445942484,40760.307,41552.052544956634
,3,0.03922034311817124,0.04661219262368395,1704.7400200760846,2330.6096311841975,44908.426666666666,43378.80914186738
