county,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
Başiskele,944,1.7213983050847457,0.0,0,0,0.9968253059418853,40664.75715042373
