m2_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
200+,43,0.1618027596007659,0.15148917536060094,6392.962219613086,5168.354087540836,38271.07372093023,38006.01134577456
126-150,218,0.11691773191445977,0.10511978177615532,4622.678145110057,3791.5521329987023,39176.51027522936,38967.770730665194
151-200,167,0.1166978373924323,0.09206716777146301,4397.166304695839,3357.059821181734,37635.07526946108,37290.67563641847
0-75,35,0.11645704398300626,0.11234985230088246,6367.962521486775,5242.769316814236,53130.34457142857,50163.94035803744
101-125,249,0.10020681620195628,0.08005801039934693,3955.7568119381444,2987.6321030951513,39753.45345381526,39560.85963983418
76-100,232,0.09195765582299303,0.07441023485264533,4099.798398903665,3253.6223544583554,43785.19741379311,42981.0824877006
