floor_segment,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Bahçe,73,0.12823631517508363,0.1210954596842536,5345.001993925103,4641.93663370279,40902.02876712329,39614.52269978773
En Üst Kat,168,0.1209530641224202,0.09058737871588496,4644.755933102812,3321.079494712236,38306.81821428571,37711.00738724469
Çatı,33,0.109177914056018,0.06848012501290612,4131.047808764894,2520.926686128856,38439.6696969697,37637.92432384361
Ara Kat,527,0.1041745395682011,0.08575868074644827,4441.668954642186,3647.2661661109305,42212.2425996205,41682.186953368975
Zemin/Giriş,143,0.09868233351545323,0.07622309348858937,3695.0705442543162,3131.754356057383,38124.30937062937,38453.88121103399
