is_large_home,n,mape,mae,mean_actual,mean_pred
0,697,0.10341963172189629,4341.800098166925,41739.24470588235,41132.40876251202
1,247,0.12231704323557233,4654.85294943117,37632.70117408907,37512.10336421411
