county,feature,group,positive_count,negative_count,local_effect,global_effect,smoothed_effect,reliability_level
Başiskele,front_east,front,425,,-0.009550519169593485,-0.009550519169593485,-0.009550519169593485,county
Başiskele,front_north,front,293,,0.027310293236052274,0.027310293236052274,0.027310293236052274,county
Başiskele,front_score,front,654,,-0.0034173978489970835,-0.0034173978489970835,-0.0034173978489970835,county
Başiskele,front_south,front,449,,-0.016274597535250734,-0.016274597535250734,-0.016274597535250734,county
Başiskele,front_west,front,422,,-0.007701773949846391,-0.007701773949846391,-0.007701773949846391,county
Başiskele,in_air_conditioner,inside,35,,0.060073645449230995,0.060073645449230995,0.060073645449230995,county
Başiskele,in_builtin_kitchen,inside,183,,0.050702509240908356,0.050702509240908356,0.050702509240908356,county
Başiskele,in_dressing_room,inside,49,,0.022176165595357844,0.022176165595357844,0.022176165595357844,county
Başiskele,in_fiber,inside,296,,0.012862758461941405,0.012862758461941404,0.012862758461941405,county
Başiskele,in_glass_balcony,inside,57,,0.06396640475148807,0.06396640475148807,0.06396640475148807,county
Başiskele,in_heat_glass,inside,416,,0.017065398606820104,0.017065398606820104,0.017065398606820104,county
Başiskele,in_intercom,inside,317,,0.034930691695231886,0.034930691695231886,0.034930691695231886,county
Başiskele,in_laminate_floor,inside,441,,0.003991293953873765,0.003991293953873765,0.003991293953873765,county
Başiskele,in_pantry,inside,58,,-0.002896898482488197,-0.002896898482488197,-0.002896898482488197,county
Başiskele,in_parent_bathroom,inside,190,,0.05970754886705798,0.05970754886705798,0.05970754886705798,county
Başiskele,in_pvc,inside,321,,-0.0013303209190755894,-0.0013303209190755894,-0.0013303209190755894,county
Başiskele,in_smart_home,inside,27,,0.07441439965495711,0.07441439965495711,0.07441439965495711,global_fallback
Başiskele,in_steel_door,inside,534,,0.014794433354675007,0.014794433354675007,0.014794433354675007,county
Başiskele,in_terrace,inside,123,,-0.0324677965138207,-0.0324677965138207,-0.0324677965138207,county
Başiskele,near_city_center,nearby,402,,-0.009632745191995973,-0.009632745191995973,-0.009632745191995973,county
Başiskele,near_hospital,nearby,556,,-0.004283748796423126,-0.004283748796423126,-0.004283748796423126,county
Başiskele,near_lake_zero,nearby,6,,0.02797185827781057,0.02797185827781057,0.02797185827781057,global_fallback
Başiskele,near_mall,nearby,391,,0.009533059801956513,0.009533059801956512,0.009533059801956513,county
Başiskele,near_market,nearby,616,,-0.010720250648587282,-0.010720250648587282,-0.010720250648587282,county
Başiskele,near_mosque,nearby,575,,-0.010982424470885377,-0.010982424470885377,-0.010982424470885377,county
Başiskele,near_park,nearby,522,,-0.009379805266145347,-0.009379805266145347,-0.009379805266145347,county
Başiskele,near_pharmacy,nearby,528,,0.0032687088922953578,0.0032687088922953578,0.0032687088922953578,county
Başiskele,near_school,nearby,595,,-0.012351742506124806,-0.012351742506124808,-0.012351742506124806,county
Başiskele,near_sea_zero,nearby,20,,-0.01754836787711689,-0.01754836787711689,-0.01754836787711689,global_fallback
Başiskele,near_university,nearby,289,,-0.00313970805933117,-0.00313970805933117,-0.00313970805933117,county
Başiskele,out_camera,outside,269,,0.03685412487722317,0.03685412487722317,0.03685412487722317,county
Başiskele,out_children_playground,outside,242,,0.022335808470667292,0.022335808470667295,0.022335808470667292,county
Başiskele,out_closed_pool,outside,40,,0.19411061849866496,0.19411061849866496,0.19411061849866496,county
Başiskele,out_generator,outside,22,,0.12170751834944493,0.12170751834944493,0.12170751834944493,global_fallback
Başiskele,out_heat_insulation,outside,484,,0.015149772863789046,0.015149772863789046,0.015149772863789046,county
Başiskele,out_hydrofor,outside,32,,-0.0493987710070094,-0.0493987710070094,-0.0493987710070094,county
Başiskele,out_open_pool,outside,176,,0.13509375630830434,0.13509375630830434,0.13509375630830434,county
Başiskele,out_pool,outside,184,,0.12779066910929604,0.12779066910929604,0.12779066910929604,county
Başiskele,out_sauna_hamam,outside,67,,0.14694843252738288,0.14694843252738288,0.14694843252738288,county
Başiskele,out_security,outside,204,,0.1004348220845932,0.1004348220845932,0.1004348220845932,county
Başiskele,out_sound_insulation,outside,380,,0.012178965874436898,0.012178965874436898,0.012178965874436898,county
Başiskele,out_sports_area,outside,152,,0.07986233273825771,0.07986233273825771,0.07986233273825771,county
Başiskele,subtype_duplex,subtype,187,,-0.0896181497392714,-0.0896181497392714,-0.0896181497392714,county
Başiskele,subtype_garden_duplex,subtype,53,,-0.08475587552074693,-0.08475587552074693,-0.08475587552074693,county
Başiskele,subtype_middle_floor,subtype,377,,0.0624666394301201,0.0624666394301201,0.0624666394301201,county
Başiskele,subtype_reverse_duplex,subtype,9,,0.010494329897568376,0.010494329897568377,0.010494329897568376,global_fallback
Başiskele,subtype_roof_duplex,subtype,102,,-0.0919436051103455,-0.0919436051103455,-0.0919436051103455,county
Başiskele,subtype_top_floor,subtype,62,,0.02540644254702329,0.02540644254702329,0.02540644254702329,county
Başiskele,subtype_triplex,subtype,0,,0.0,0.0,0.0,global_fallback
Başiskele,transport_airport,transport,18,,-0.023956793113388386,-0.023956793113388386,-0.023956793113388386,global_fallback
Başiskele,transport_bus_stop,transport,544,,-0.025107155636165505,-0.0251071556361655,-0.025107155636165505,county
Başiskele,transport_e5,transport,227,,-0.021069717965428225,-0.021069717965428225,-0.021069717965428225,county
Başiskele,transport_main_road,transport,490,,-0.010973190574437908,-0.010973190574437908,-0.010973190574437908,county
Başiskele,transport_metro,transport,23,,-0.01095346863448654,-0.01095346863448654,-0.01095346863448654,global_fallback
Başiskele,transport_minibus,transport,472,,-0.00021626322731727043,-0.00021626322731727043,-0.00021626322731727043,county
Başiskele,transport_score,transport,630,,-0.010720250648587282,-0.010720250648587282,-0.010720250648587282,county
Başiskele,transport_tem,transport,53,,0.018415037157609504,0.018415037157609504,0.018415037157609504,county
Başiskele,transport_train,transport,19,,-0.002217095977687933,-0.002217095977687933,-0.002217095977687933,global_fallback
Başiskele,transport_tram,transport,17,,-0.06892075873967585,-0.06892075873967585,-0.06892075873967585,global_fallback
Başiskele,view_bosphorus,view,6,,-0.09821122958800554,-0.09821122958800554,-0.09821122958800554,global_fallback
Başiskele,view_city,view,374,,-0.002163012798717112,-0.002163012798717112,-0.002163012798717112,county
Başiskele,view_lake,view,2,,0.0,0.0,0.0,global_fallback
Başiskele,view_nature,view,406,,0.011627956742443324,0.011627956742443324,0.011627956742443324,county
Başiskele,view_park_green,view,447,,0.002208251149124152,0.002208251149124152,0.002208251149124152,county
Başiskele,view_pool,view,51,,0.12993735692432296,0.12993735692432296,0.12993735692432296,county
Başiskele,view_river,view,3,,-0.002217095977687933,-0.002217095977687933,-0.002217095977687933,global_fallback
Başiskele,view_score,view,621,,0.011450918229144236,0.011450918229144236,0.011450918229144236,county
Başiskele,view_sea,view,184,,0.002616075439112464,0.002616075439112464,0.002616075439112464,county
