floor_segment,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Bahçe,67,0.14112089091647187,0.13206258117318323,6014.536938447162,5464.081501786859,41418.09552238806,39355.17698322594
En Üst Kat,163,0.1201080972154658,0.08269811429454,4664.031249438517,3444.299436329893,38676.08797546012,38248.288517229616
Çatı,31,0.10861536656417593,0.08808520940695858,4301.533789191743,3606.2161445268794,38903.83903225807,38123.029454306474
Ara Kat,517,0.10660101307215805,0.0927795249182138,4561.062063917707,3672.9298685225294,42414.60651837524,41954.23910800671
Zemin/Giriş,141,0.1000896470273341,0.07710413647149313,3771.831910968465,3007.3687806203307,38238.74794326241,38826.29856619869
