county,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Başiskele,919,0.10600344051217299,0.08716223411611564,4366.477721911196,3420.7588426612783,40919.74840043526,40518.7523191758
