floor_segment,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Bahçe,67,0.13451422377274624,0.11508580639060205,5700.583629538001,5057.718515196153,41418.09552238806,39741.30096746911
En Üst Kat,163,0.11329933631555587,0.08350984713830645,4423.47462627877,3097.53704745257,38676.08797546012,38226.86227800414
Çatı,31,0.10440402698957084,0.09960772943006693,4092.5919568697223,3785.5644890423755,38903.83903225807,37730.810444508395
Ara Kat,517,0.10280691386892411,0.08821169713473874,4393.6992475049055,3590.9760488459724,42414.60651837524,41963.98795484267
Zemin/Giriş,141,0.09299299485470182,0.07202395133765327,3487.5653649071614,2738.560283565741,38238.74794326241,38815.674780184636
