county,district,test_name,base_prediction_tl_m2,variant_prediction_tl_m2,difference_tl_m2,difference_pct,expected_direction,passed_direction_check
İzmit,missing,new_vs_old,25294.545621813,24002.900211518147,-1291.645410294852,-0.05106418710209955,a > b,False
İzmit,missing,elevator,22646.900680575738,23308.116662874472,661.2159822987342,0.029196753746787946,a > b,True
İzmit,missing,site_inside,22646.900680575738,22996.104979090327,349.204298514589,0.015419518257264305,a >= b,True
İzmit,missing,parking,22646.900680575738,22994.798543086697,347.8978625109594,0.015361831069862535,a > b,True
İzmit,missing,heating,22299.84403270665,22747.11401882454,447.2699861178917,0.020057090330402826,a > b,True
İzmit,missing,floor,21927.452998607725,22646.900680575738,719.4476819680131,0.03281036251742025,a > b,True
İzmit,missing,net_gross,21988.72920734976,22664.57220934977,675.8430020000123,0.030735882716410506,a > b,True
İzmit,missing,total_quality,25669.60725824387,25863.937894579154,194.33063633528582,0.007570456157753484,a > b,True
Başiskele,Yeşilyurt Mh.,new_vs_old,32468.930498976224,39529.42927180404,7060.498772827814,0.2174539987712388,a > b,True
Başiskele,Yeşilyurt Mh.,elevator,37095.16692826984,38140.648778875475,1045.4818506056326,0.028183775331898607,a > b,True
Başiskele,Yeşilyurt Mh.,site_inside,37095.16692826984,38053.8375402737,958.670612003858,0.025843544897846654,a >= b,True
Başiskele,Yeşilyurt Mh.,parking,37095.16692826984,37013.602942757425,-81.56398551241728,-0.002198776613409932,a > b,False
Başiskele,Yeşilyurt Mh.,heating,34844.3646533396,37385.48617866865,2541.12152532905,0.07292776179477563,a > b,True
Başiskele,Yeşilyurt Mh.,floor,34821.013338707315,37095.16692826984,2274.1535895625275,0.06530980495718544,a > b,True
Başiskele,Yeşilyurt Mh.,net_gross,35681.04824194651,37085.86288453652,1404.814642590005,0.03937145100290271,a > b,True
Başiskele,Yeşilyurt Mh.,total_quality,34401.48786958032,42801.36223175624,8399.87436217592,0.24417183332362638,a > b,True
Gölcük,missing,new_vs_old,25294.545621813,24002.900211518147,-1291.645410294852,-0.05106418710209955,a > b,False
Gölcük,missing,elevator,22646.900680575738,23308.116662874472,661.2159822987342,0.029196753746787946,a > b,True
Gölcük,missing,site_inside,22646.900680575738,22996.104979090327,349.204298514589,0.015419518257264305,a >= b,True
Gölcük,missing,parking,22646.900680575738,22994.798543086697,347.8978625109594,0.015361831069862535,a > b,True
Gölcük,missing,heating,22299.84403270665,22747.11401882454,447.2699861178917,0.020057090330402826,a > b,True
Gölcük,missing,floor,21927.452998607725,22646.900680575738,719.4476819680131,0.03281036251742025,a > b,True
Gölcük,missing,net_gross,21988.72920734976,22664.57220934977,675.8430020000123,0.030735882716410506,a > b,True
Gölcük,missing,total_quality,25669.60725824387,25863.937894579154,194.33063633528582,0.007570456157753484,a > b,True
Karamürsel,missing,new_vs_old,25294.545621813,24002.900211518147,-1291.645410294852,-0.05106418710209955,a > b,False
Karamürsel,missing,elevator,22646.900680575738,23308.116662874472,661.2159822987342,0.029196753746787946,a > b,True
Karamürsel,missing,site_inside,22646.900680575738,22996.104979090327,349.204298514589,0.015419518257264305,a >= b,True
Karamürsel,missing,parking,22646.900680575738,22994.798543086697,347.8978625109594,0.015361831069862535,a > b,True
Karamürsel,missing,heating,22299.84403270665,22747.11401882454,447.2699861178917,0.020057090330402826,a > b,True
Karamürsel,missing,floor,21927.452998607725,22646.900680575738,719.4476819680131,0.03281036251742025,a > b,True
Karamürsel,missing,net_gross,21988.72920734976,22664.57220934977,675.8430020000123,0.030735882716410506,a > b,True
Karamürsel,missing,total_quality,25669.60725824387,25863.937894579154,194.33063633528582,0.007570456157753484,a > b,True
