county,feature,group,positive_count,negative_count,local_effect,global_effect,smoothed_effect,reliability_level
Başiskele,front_east,front,413,,-0.012811875040073454,0.005011433320341929,-0.012811875040073454,county
Gölcük,front_east,front,240,,-0.007686821904045487,0.005011433320341929,-0.007686821904045487,county
Karamürsel,front_east,front,73,,0.020392363641308604,0.005011433320341929,0.020392363641308604,county
İzmit,front_east,front,502,,0.0159691249402694,0.005011433320341929,0.0159691249402694,county
Başiskele,front_north,front,287,,0.021515747917965393,0.002478334722193054,0.021515747917965393,county
Gölcük,front_north,front,191,,-0.010797209592328013,0.002478334722193054,-0.010797209592328013,county
Karamürsel,front_north,front,86,,-0.005625324329558259,0.002478334722193054,-0.005625324329558259,county
İzmit,front_north,front,337,,-0.003982120664536402,0.002478334722193054,-0.003982120664536402,county
Başiskele,front_score,front,633,,0.005621451124194517,0.005312148265761429,0.005621451124194517,county
Gölcük,front_score,front,382,,-0.006587916466188113,0.005312148265761429,-0.006587916466188113,county
Karamürsel,front_score,front,140,,-0.010780278996645142,0.005312148265761429,-0.010780278996645142,county
İzmit,front_score,front,971,,0.013891433535937319,0.005312148265761429,0.013891433535937319,county
Başiskele,front_south,front,433,,-0.013905830332677668,-0.005436597523196696,-0.013905830332677668,county
Gölcük,front_south,front,256,,-0.0179050719714667,-0.005436597523196696,-0.0179050719714667,county
Karamürsel,front_south,front,88,,-0.003296649834658111,-0.005436597523196696,-0.003296649834658111,county
İzmit,front_south,front,652,,0.007522790617482546,-0.005436597523196696,0.007522790617482546,county
Başiskele,front_west,front,405,,-0.00044709848513193814,0.006940330659541694,-0.00044709848513193814,county
Gölcük,front_west,front,212,,0.005078494317003061,0.006940330659541694,0.005078494317003061,county
Karamürsel,front_west,front,80,,-0.020419455583407922,0.006940330659541694,-0.020419455583407922,county
İzmit,front_west,front,475,,0.0160278366500857,0.006940330659541694,0.0160278366500857,county
Başiskele,in_air_conditioner,inside,36,,0.08679103947014342,0.09707614162082123,0.08679103947014342,county
Gölcük,in_air_conditioner,inside,18,,0.09074868801291033,0.09707614162082123,0.09074868801291033,global_fallback
Karamürsel,in_air_conditioner,inside,4,,0.09957640811126736,0.09707614162082123,0.09957640811126736,global_fallback
İzmit,in_air_conditioner,inside,53,,0.10113807985700363,0.09707614162082123,0.10113807985700363,county
Başiskele,in_builtin_kitchen,inside,179,,0.05397620441818769,0.07637418682561936,0.05397620441818769,county
Gölcük,in_builtin_kitchen,inside,113,,0.08109025909032612,0.07637418682561936,0.08109025909032612,county
Karamürsel,in_builtin_kitchen,inside,28,,0.07501082165923638,0.07637418682561936,0.07501082165923638,global_fallback
İzmit,in_builtin_kitchen,inside,260,,0.0895624795278705,0.07637418682561936,0.0895624795278705,county
Başiskele,in_dressing_room,inside,49,,0.06945117508053024,0.11899815696722627,0.06945117508053024,county
Gölcük,in_dressing_room,inside,9,,0.13493535758465341,0.11899815696722627,0.13493535758465341,global_fallback
Karamürsel,in_dressing_room,inside,2,,0.11899815696722627,0.11899815696722627,0.11899815696722627,global_fallback
İzmit,in_dressing_room,inside,35,,0.13460337216859997,0.11899815696722627,0.13460337216859997,county
Başiskele,in_fiber,inside,285,,0.0212164533857247,0.0473967995573954,0.0212164533857247,county
Gölcük,in_fiber,inside,119,,0.07233377307979902,0.0473967995573954,0.07233377307979902,county
Karamürsel,in_fiber,inside,32,,0.04209725795591463,0.0473967995573954,0.04209725795591463,county
İzmit,in_fiber,inside,407,,0.05704519565451942,0.0473967995573954,0.05704519565451942,county
Başiskele,in_glass_balcony,inside,56,,0.04456707701679784,0.03980940235175279,0.04456707701679784,county
Gölcük,in_glass_balcony,inside,74,,0.062027401710637795,0.03980940235175279,0.062027401710637795,county
Karamürsel,in_glass_balcony,inside,21,,0.016171974178567146,0.03980940235175279,0.016171974178567146,global_fallback
İzmit,in_glass_balcony,inside,95,,0.034694687795702145,0.03980940235175279,0.034694687795702145,county
Başiskele,in_heat_glass,inside,407,,0.01831286679738344,0.0170571281465417,0.01831286679738344,county
Gölcük,in_heat_glass,inside,194,,0.010413116300025758,0.0170571281465417,0.010413116300025758,county
Karamürsel,in_heat_glass,inside,39,,0.018074409038526137,0.0170571281465417,0.018074409038526137,county
İzmit,in_heat_glass,inside,529,,0.019450800047048175,0.0170571281465417,0.019450800047048175,county
Başiskele,in_intercom,inside,305,,0.03960195054840291,0.06438650716097172,0.03960195054840291,county
Gölcük,in_intercom,inside,78,,0.07591168307510966,0.06438650716097172,0.07591168307510966,county
Karamürsel,in_intercom,inside,15,,0.09121903863788863,0.06438650716097172,0.09121903863788863,global_fallback
İzmit,in_intercom,inside,345,,0.08011556649317708,0.06438650716097172,0.08011556649317708,county
Başiskele,in_laminate_floor,inside,429,,0.005779955257473076,0.0026971720076982564,0.005779955257473076,county
Gölcük,in_laminate_floor,inside,272,,-0.003972289778848187,0.0026971720076982564,-0.003972289778848187,county
Karamürsel,in_laminate_floor,inside,89,,-0.040649028960879505,0.0026971720076982564,-0.040649028960879505,county
İzmit,in_laminate_floor,inside,691,,0.010320991928007932,0.0026971720076982564,0.010320991928007932,county
Başiskele,in_pantry,inside,56,,0.005031340512523372,0.022857953563329758,0.005031340512523372,county
Gölcük,in_pantry,inside,37,,0.046029085096158315,0.022857953563329758,0.046029085096158315,county
Karamürsel,in_pantry,inside,11,,0.01102415541456678,0.022857953563329758,0.01102415541456678,global_fallback
İzmit,in_pantry,inside,72,,0.026411300988993625,0.022857953563329758,0.026411300988993625,county
Başiskele,in_parent_bathroom,inside,184,,0.06399475244770356,0.08454496276436796,0.06399475244770356,county
Gölcük,in_parent_bathroom,inside,47,,0.14048077736150552,0.08454496276436796,0.14048077736150552,county
Karamürsel,in_parent_bathroom,inside,6,,0.08904777574656074,0.08454496276436796,0.08904777574656074,global_fallback
İzmit,in_parent_bathroom,inside,123,,0.09833385216480123,0.08454496276436796,0.09833385216480123,county
Başiskele,in_pvc,inside,309,,0.005683017536483327,0.0068430387256182,0.005683017536483327,county
Gölcük,in_pvc,inside,199,,0.0017744965353265081,0.0068430387256182,0.0017744965353265081,county
Karamürsel,in_pvc,inside,65,,-0.015190246692432722,0.0068430387256182,-0.015190246692432722,county
İzmit,in_pvc,inside,488,,0.01660674470158862,0.0068430387256182,0.01660674470158862,county
Başiskele,in_smart_home,inside,26,,0.0868402683624819,0.09296712814954411,0.0868402683624819,global_fallback
Gölcük,in_smart_home,inside,5,,0.0863728509725454,0.09296712814954411,0.0863728509725454,global_fallback
Karamürsel,in_smart_home,inside,2,,0.09296712814954411,0.09296712814954411,0.09296712814954411,global_fallback
İzmit,in_smart_home,inside,43,,0.09709432615538979,0.09296712814954411,0.09709432615538979,county
Başiskele,in_steel_door,inside,518,,0.01625277029657173,0.013492360266756265,0.01625277029657173,county
Gölcük,in_steel_door,inside,295,,0.012285376431432102,0.013492360266756265,0.012285376431432102,county
Karamürsel,in_steel_door,inside,94,,-0.0021942006819756837,0.013492360266756265,-0.0021942006819756837,county
İzmit,in_steel_door,inside,747,,0.016629636899253064,0.013492360266756265,0.016629636899253064,county
Başiskele,in_terrace,inside,116,,-0.02825718836841737,-0.020421062364620823,-0.02825718836841737,county
Gölcük,in_terrace,inside,37,,0.0003535537733487717,-0.020421062364620823,0.0003535537733487717,county
Karamürsel,in_terrace,inside,8,,-0.04699367615023718,-0.020421062364620823,-0.04699367615023718,global_fallback
İzmit,in_terrace,inside,89,,-0.010878911224883195,-0.020421062364620823,-0.010878911224883195,county
Başiskele,near_city_center,nearby,390,,-0.01294019592776675,-0.010413893926148887,-0.01294019592776675,county
Gölcük,near_city_center,nearby,247,,-0.014595175348160142,-0.010413893926148887,-0.014595175348160142,county
Karamürsel,near_city_center,nearby,95,,-0.057888076227089996,-0.010413893926148887,-0.057888076227089996,county
İzmit,near_city_center,nearby,747,,0.000159552067648153,-0.010413893926148887,0.000159552067648153,county
Başiskele,near_hospital,nearby,540,,-0.007361879693377385,0.0004258384972910534,-0.007361879693377385,county
Gölcük,near_hospital,nearby,354,,-0.002091034153783796,0.0004258384972910534,-0.002091034153783796,county
Karamürsel,near_hospital,nearby,95,,-0.04531513919146541,0.0004258384972910534,-0.04531513919146541,county
İzmit,near_hospital,nearby,884,,0.013789321514731074,0.0004258384972910534,0.013789321514731074,county
Başiskele,near_lake_zero,nearby,6,,0.010823289704906631,0.009438411091072574,0.010823289704906631,global_fallback
Gölcük,near_lake_zero,nearby,3,,0.011092724831797025,0.009438411091072574,0.011092724831797025,global_fallback
Karamürsel,near_lake_zero,nearby,0,,0.009438411091072574,0.009438411091072574,0.009438411091072574,global_fallback
İzmit,near_lake_zero,nearby,13,,0.004732615072466586,0.009438411091072574,0.004732615072466586,global_fallback
