site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Belirtilmemiş,1,0.39289368665573227,0.39289368665573227,9401.384083699755,9401.384083699755,23928.57,33329.954083699755
Hayır,1929,0.13144467541191263,0.10725655733785498,4608.947762613659,3647.578744729537,35940.95764644894,35567.437510171505
Evet,1171,0.11978001796741672,0.09537265960655149,5070.966583767141,3898.8681667601486,42354.167438087105,41672.8759169126
,3,0.06968762651356707,0.0867998511566149,3098.909469347076,3490.5343997377786,44908.426666666666,42786.98483096806
