county,model,feature,importance
Başiskele,gradient_boosting,num__transport_score,0.00017783966836158486
Başiskele,gradient_boosting,num__location_baseline_m2,0.008270215067262174
Başiskele,gradient_boosting,num__location_baseline_log,0.009761813660619267
Başiskele,gradient_boosting,num__location_baseline_count,0.0033500474709180967
Başiskele,gradient_boosting,num__location_baseline_level_code,0.0
Başiskele,gradient_boosting,num__location_baseline_vs_trend,0.005873904096280645
Başiskele,gradient_boosting,num__attr_quality_x_location_baseline,0.013023278897177012
Başiskele,gradient_boosting,num__detail_effect_view_x_location_baseline,0.0008930617427528679
Başiskele,gradient_boosting,num__basiskele_premium_x_location_baseline,0.002554621980241364
Başiskele,gradient_boosting,num__has_lat_lon,0.0
Başiskele,gradient_boosting,num__lat,0.006859978795030952
Başiskele,gradient_boosting,num__lon,0.0009905158630253799
Başiskele,gradient_boosting,num__lat_centered_city,0.0028351140142274323
Başiskele,gradient_boosting,num__lon_centered_city,0.0009695460722591701
Başiskele,gradient_boosting,num__lat_centered_county,0.0030508261996781603
Başiskele,gradient_boosting,num__lon_centered_county,0.0
Başiskele,gradient_boosting,num__location_precision_exact,0.0
Başiskele,gradient_boosting,num__location_precision_approx,0.0
Başiskele,gradient_boosting,num__location_precision_district_only,0.0
Başiskele,gradient_boosting,num__location_precision_missing,0.0
Başiskele,gradient_boosting,num__location_source_data_attr_map,0.0
Başiskele,gradient_boosting,num__location_backfill_ok,0.0
Başiskele,gradient_boosting,num__location_backfill_listing_removed,0.0
Başiskele,gradient_boosting,num__location_quality_score,0.0
Başiskele,gradient_boosting,num__distance_to_county_centroid_m,0.002067145840093471
Başiskele,gradient_boosting,num__bearing_from_county_centroid_sin,0.0043723236179626646
Başiskele,gradient_boosting,num__bearing_from_county_centroid_cos,0.008171847861147712
Başiskele,gradient_boosting,num__distance_to_district_centroid_m,0.004770124207333098
Başiskele,gradient_boosting,num__bearing_from_district_centroid_sin,0.010328437666622064
Başiskele,gradient_boosting,num__bearing_from_district_centroid_cos,0.00643019566166302
Başiskele,gradient_boosting,num__distance_to_izmit_center_m,0.005006816805319601
Başiskele,gradient_boosting,num__distance_to_basiskele_coast_m,0.0033672427043792475
Başiskele,gradient_boosting,num__distance_to_yuvacik_m,0.002105971624864294
Başiskele,gradient_boosting,num__distance_to_bahcecik_m,0.003568689103314026
Başiskele,gradient_boosting,num__distance_to_kullar_m,0.002743143537997489
Başiskele,gradient_boosting,num__distance_to_sahil_m,0.005391060471974229
Başiskele,gradient_boosting,num__distance_to_golcuk_center_m,0.0022281601243735387
Başiskele,gradient_boosting,num__distance_to_karamursel_center_m,0.0007942867770393046
Başiskele,gradient_boosting,num__distance_to_coastline_m,0.0014731105836580194
Başiskele,gradient_boosting,num__is_coastal_500m,0.0
Başiskele,gradient_boosting,num__is_coastal_1000m,0.0
Başiskele,gradient_boosting,num__is_coastal_2000m,0.0
Başiskele,gradient_boosting,num__distance_to_geo_cluster_center_m,0.0016768529126614255
Başiskele,gradient_boosting,num__location_quality_x_detail_effect_total,0.0
Başiskele,gradient_boosting,num__distance_to_coast_x_view_sea,0.0004472413843201491
Başiskele,gradient_boosting,num__distance_to_coast_x_near_sea_zero,0.0
Başiskele,gradient_boosting,num__distance_to_coast_x_site_inside,0.00641298999271728
Başiskele,gradient_boosting,num__distance_to_coast_x_large_home,0.0
Başiskele,gradient_boosting,num__basiskele_lat_lon_interaction,0.023491709205269086
Başiskele,gradient_boosting,num__basiskele_distance_to_coast_x_large_home,0.000652059540036981
Başiskele,gradient_boosting,num__basiskele_distance_to_coast_x_quality,0.000585660483238969
Başiskele,gradient_boosting,num__geo_context_missing,0.0
Başiskele,gradient_boosting,num__geo_context_has_exact_location,0.0
Başiskele,gradient_boosting,num__geo_context_has_approx_location,0.0
Başiskele,gradient_boosting,num__distance_to_sea_m,0.000983576451723769
Başiskele,gradient_boosting,num__log_distance_to_sea,0.00022580165198639128
Başiskele,gradient_boosting,num__is_coastal_250m,0.0
Başiskele,gradient_boosting,num__coast_distance_bucket_code,0.0
Başiskele,gradient_boosting,num__coastal_access_score,0.00217207229762138
Başiskele,gradient_boosting,num__bsk_distance_to_sea_x_view_sea,0.003941939078292997
Başiskele,gradient_boosting,num__bsk_distance_to_sea_x_near_sea_zero,0.0
Başiskele,gradient_boosting,num__bsk_distance_to_sea_x_large_home,0.0014519361091465766
Başiskele,gradient_boosting,num__bsk_distance_to_sea_x_site_inside,0.004295698993590823
Başiskele,gradient_boosting,num__bsk_distance_to_sea_x_quality,0.0011008511134988045
Başiskele,gradient_boosting,num__bsk_coastal_x_large_home,0.0
Başiskele,gradient_boosting,num__bsk_coastal_x_geo_cluster,0.0011154887962184388
Başiskele,gradient_boosting,num__bsk_coastal_x_room_4p1,0.0
Başiskele,gradient_boosting,cat__location_precision_district_only,0.0
Başiskele,gradient_boosting,cat__location_precision_exact_map,0.0
Başiskele,gradient_boosting,cat__location_precision_missing,0.0
Başiskele,gradient_boosting,cat__location_source_data_attr_map,0.0
Başiskele,gradient_boosting,cat__location_source_district_text,0.0
Başiskele,gradient_boosting,cat__location_source_missing,0.0
Başiskele,gradient_boosting,cat__geo_cluster_city_city_0,0.0007359755756505928
Başiskele,gradient_boosting,cat__geo_cluster_city_city_1,0.0
Başiskele,gradient_boosting,cat__geo_cluster_city_city_10,0.0
Başiskele,gradient_boosting,cat__geo_cluster_city_city_11,0.00030182756587911045
Başiskele,gradient_boosting,cat__geo_cluster_city_city_2,0.0
Başiskele,gradient_boosting,cat__geo_cluster_city_city_3,0.0
Başiskele,gradient_boosting,cat__geo_cluster_city_city_4,0.0
Başiskele,gradient_boosting,cat__geo_cluster_city_city_5,0.0
Başiskele,gradient_boosting,cat__geo_cluster_city_city_6,0.0019607616210245487
Başiskele,gradient_boosting,cat__geo_cluster_city_city_7,0.0
Başiskele,gradient_boosting,cat__geo_cluster_city_city_8,0.0
Başiskele,gradient_boosting,cat__geo_cluster_city_city_9,0.0
Başiskele,gradient_boosting,cat__geo_cluster_city_missing,0.0
Başiskele,gradient_boosting,cat__geo_cluster_county_Başiskele_0,0.0
Başiskele,gradient_boosting,cat__geo_cluster_county_Başiskele_1,0.0
