district,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
Ulaşlı Yalı Mh.,3,10.333333333333334,13.0,0,0,0.6261799250701542,24005.353333333333
Halıdere Yeni Mh.,1,8.0,8.0,0,0,1.5896053516892665,44230.77
Sepetlipınar Mh.,1,8.0,8.0,0,0,0.6549224095870332,25000.0
Akçakoca Mh.,18,7.833333333333333,5.0,1,0,1.0002782186008572,29152.645555555555
Sanayi Mah.,4,7.75,6.5,0,0,0.8963249112385967,38680.715
Tavşantepe Mh.,11,7.2727272727272725,5.0,0,0,0.755248468561057,27459.386363636364
Cedit Mah.,30,6.7,5.0,0,0,0.991982265826149,29161.720666666668
Hacıhasan Mh.,13,5.6923076923076925,5.0,0,0,0.9887161192185355,25745.800769230773
Yenidoğan Mh.,15,5.6,0.0,0,0,0.986724014868155,32129.475333333332
Kullar Merkez Mh.,7,5.285714285714286,5.0,0,0,0.9759311387869711,38300.97571428572
Halıdere Yalı Mh.,14,5.142857142857143,5.0,0,0,0.9941783897239609,26066.105714285713
Merkez Mah.,30,5.066666666666666,5.0,0,0,0.9901564652203187,24231.945666666667
Arızlı Mh.,1,5.0,5.0,0,0,0.8104570704389756,30000.0
Avcıköy Mh.,1,5.0,5.0,0,0,1.1715425346601507,51111.11
Saraylı Mh.,1,5.0,5.0,0,0,0.9158201654567457,31666.67
Örcün Mh.,1,5.0,5.0,0,0,1.0270747849844788,37500.0
İhsaniye Merkez Mh.,20,4.95,5.0,0,0,1.004850142118325,39187.729999999996
Zabıtan Mh.,10,4.9,2.5,0,0,0.7534947528378485,26019.381
Atatürk Mh.,20,4.85,5.0,0,0,0.9347468016330498,34571.693
Donanma Mah.,31,4.741935483870968,0.0,0,0,0.9657335459621013,26590.930322580643
Kavaklı Mh.,31,4.709677419354839,5.0,0,0,0.9999068991551249,24584.617741935486
Şirintepe Mh.,35,4.685714285714286,5.0,1,0,0.9851946526099145,35286.94685714285
Çiftlik Mh.,35,4.571428571428571,0.0,0,0,1.0127928071462728,36588.97342857143
Kayacık Mh.,70,4.5,0.0,0,0,0.9950505616135792,42571.72585714286
Cumhuriyet Mah.,70,4.4714285714285715,0.0,0,0,1.020532702446975,38882.042285714284
M. Alipaşa Mh.,17,4.470588235294118,5.0,0,0,0.9990433768847143,37078.49294117647
4 Temmuz Mah.,103,4.310679611650485,0.0,0,0,0.9664589851048402,33609.67388349515
Kozluk Mah.,52,4.076923076923077,0.0,0,0,0.9737366554706487,29356.425769230766
Turgut Mah.,29,4.0344827586206895,0.0,0,0,0.9925731749258092,37093.956896551725
Yüzbaşılar Mh.,45,3.8444444444444446,0.0,1,0,1.041181583512236,27597.345111111114
Değirmendere Merkez Mh.,31,3.774193548387097,5.0,0,0,1.0183964628923352,30178.13483870968
Gültepe Mh.,7,3.7142857142857144,5.0,0,0,0.8417820836592128,31332.931428571428
Bahçecik Kılıçaslan Mh.,11,3.6363636363636362,5.0,0,0,1.09195719888545,42051.83090909091
Karabaş Mh.,34,3.6176470588235294,0.0,0,0,0.9866087190832873,27665.75911764706
