county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,model
Gölcük,652,0.6521669734340041,0.6726383249072279,0.13512233162971332,0.11106828698026738,4191.81570709792,3228.8023158443066,ridge
Gölcük,652,0.6064455905375787,0.6309467027390003,0.1419403151179789,0.11653590711711068,4405.221769736952,3533.4661478751714,extra_trees
Gölcük,652,0.6171463137602162,0.6326173778834765,0.14377311850704225,0.11449413572401847,4421.199085157493,3473.9267395931493,gradient_boosting
Gölcük,652,0.5771902003483871,0.5994955184474529,0.15020232947044923,0.12313587170618072,4630.904097040987,3788.1239961453775,random_forest
