experiment,expensive_decile_bias,r2,mape,selected
control_v24_1_replay_on_core_good_ok,-8210.54284451147,0.7307693679783922,0.1082550641142819,False
full_v25_core_good_ok,-8210.54284451147,0.7307693679783922,0.10825506411428192,True
